ID,Tweet,Target,Stance,FOL,FOLC,Pred
504,@abbystew292 @gogreen18 If you buy into this brainwashing I hope you never get selected for jury duty involving a sex crime,Feminist Movement,AGAINST,"∀x ((supports the feminist movement(x) → ¬gets selected for jury duty involving a se crime(x)) ∧ hopes that(x, supports the feminist movement(x)))","Oppose the given target ""Feminist Movement""",opposed
505,When there's a strong female lead and you get so so excited cause there's no gratuitous sexual violence,Feminist Movement,AGAINST,∀x ((is a strong female lead(x) ∧ ¬contains gratuitous seual violence(x)) → represents the feminist movement(x)),"Support the given target ""Feminist Movement""",support
506,#HowToKeepYourGirlHappy treat her like your partner & not like your superior,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
507,"Modern marriage is like a modern car, shinny, disposable and not made to last. #GamerGate",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
508,Speaking from the heart is rarely wise especially if you have a retarded heart like most feminists. #GamerGate,Feminist Movement,AGAINST,∀x ((is part of the feminist movement(x) ∧ speaks from the heart(x)) → ¬is wise(x)),"Oppose the given target ""Feminist Movement""",opposed
509,@TheSun @George_Osborne Innocent men should NOT be convicted of domestic violence! #SayNoToFeminism,Feminist Movement,AGAINST,∀x (should not be convicted of domestic violence(x) → ¬is the feminist movement(x)),"Opposed to the given target ""Feminist Movement""",opposed
510,In reading the #BeingFemale tweets I realized how fortunate I am to be able to rent and live in an apartment alone. #rights #fight,Feminist Movement,AGAINST,∀x ((x is #BeingFemale) ∧ (x is #rights) ∧ (x is #fight)) → is supportive(is the Feminist Movement(x)),"Support the given target ""Feminist Movement""",support
511,@AsheMareexoxo literally you are so on point about the male gaze and BS about fake nerd girls,Feminist Movement,AGAINST,∀x ((is about the male gaze(x) ∧ criticizes the notion of fake nerd girls(x)) → is the feminist movement(x)),"Support the given target ""Feminist Movement""",support
512,#Weneedfeminism because Twitter has its very own misogynist harassment machine. #YesAllWomen #HeForShe #Feminist,Feminist Movement,AGAINST,∀x (is the Feminist Movement(x) → supports the need for feminism due to misogynist harassment on Twitter(x)),"Support the given target ""Feminist Movement""",support
513,"Why are we all afraid to say the f-word? By f-word, I mean, feminist. It's not a bad word, people!",Feminist Movement,AGAINST,∀x ((is afraid to say the term 'feminist'(x) ∧ is the feminist movement(x)) → ¬is a bad word(x)),"Support the given target ""Feminist Movement""",support
514,"@cathhayden ya but you said it ""sexily"" #yoga #sjw #vegan",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
515,U.S. putting a women on $10 bill instead of $20... anyone else think it's a BS compromise? #TheNew10 #WomenOn20s #Feminist,Feminist Movement,AGAINST,∀x ((is considered a compromise(x) ∧ is seen as BS(x)) → is the Feminist Movement(x)),"Support the given target ""Feminist Movement""",support
516,#Pretty.#Young #Thing. Catchy MJ song/ perfect summary of discourses surrounding professional #female #disempowerment. #gender,Feminist Movement,AGAINST,∀x ((is a discourse(x) ∧ is professional female disempowerment(x)) ∨ is gender(x)) → ¬is the Feminist Movement(x),"no attitude given the target ""Feminist Movement""",neutral
517,"Mind you, if your grandmother was cremated you could give yourself an enema with her ashes @beauschopstick #GamerGate",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
518,@PennyRed oh the irony of a radfem accusing others of low self-esteem. #GamerGate,Feminist Movement,AGAINST,"∀x (is the feminist movement(x) → (accuses y(x, y) ∧ has low self-esteem(y))) → is opposed(is the feminist movement(x))","Oppose the given target ""Feminist Movement""",opposed
519,"There is one more basic cause [of the abuse of women], and that is that, in general, men don't give a damn. (Jimmy Carter)",Feminist Movement,AGAINST,∀x (cares about the abuse of women(x) → is the feminist movement(x)),"Support the given target ""Feminist Movement""",support
520,If the sexes had equal intellectual abilities the collective inferiority complex of feminism would not be necessary.,Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ believes the sees do not have equal intellectual abilities(x)) → has a collective inferiority comple(x)),"Opposed to the given target ""Feminist Movement""",opposed
521,RT @MandaReneK: Feminism: the belief that men and women should have equal rights and opportunities. #feminist #lovetheladies #sor...,Feminist Movement,AGAINST,∀x (is the feminist movement(x) → is a supportive attitude(x)),"Support the given target ""Feminist Movement""",support
522,"Their other complaints are just fake shit they made up, this on the other hand is amazingly controlling and entitled 2/",Feminist Movement,AGAINST,∀x (is the Feminist Movement(x) → (is controlling(x) ∧ is entitled(x))),"Opposed to the given target ""Feminist Movement""",opposed
523,"Watch out, the feminists' next move will probably be demanding pay for the First Lady.",Feminist Movement,AGAINST,∀x (is the feminist movement(x) → demands pay for the First Lady(x)),"Opposed to the given target ""Feminist Movement""",opposed
524,@stephspickle they make me smile :),Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
525,Gender norms my ass: definitely moved a few 40lb boxes in wedges #muscles,Feminist Movement,AGAINST,∀x ((defies gender norms(x) ∧ moves 40lb boes(x) ∧ wears wedges(x)) → is the feminist movement(x)),"Support the given target ""Feminist Movement""",support
526,Writing and wondering why ovarian and seminal aren't BOTH synonyms for original? #OppressedByThesaurus #OvariesBeforBrovaries,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
527,"The representation goal of Feminism has gone from ""Invent more female characters"" to ""Replace all male characters",Feminist Movement,AGAINST,∀x ((is the Feminist Movement(x) ∧ advocates for inventing more female characters(x)) → ¬advocates for replacing all male characters(x)),"Opposed to the given target ""Feminist Movement""",opposed
528,The basic principle of the universe is INFORMATION. Literally everything is information in one form or another. #antifeminism,Feminist Movement,AGAINST,∀x (is the Feminist Movement(x) → is opposed(x)),"Oppose the given target ""Feminist Movement""",opposed
529,"It is not enough to help someone, or a group, you have to do it in the name of . #identitypolitics #SpankAFeminist",Feminist Movement,AGAINST,∀x ((is helped(x) ∧ is done in the name of identity politics(x) ∧ is done with the intention to criticize(x)) → is the feminist movement(x)),"Opposed to the given target ""Feminist Movement""",opposed
530,I'm blocked by 4 of the most frequent posters on #YesAllWomen. 2 of which I've never even debated with. Can't handle facts,Feminist Movement,AGAINST,"∃x (is blocked by y(x, y) ∧ is a frequent poster on #YesAllWomen(y) ∧ ¬∃z (has debated with y(x, z)) ∧ cannot handle facts(y))","Oppose the given target ""Feminist Movement""",opposed
531,"RT mojibakemono: I'm going to take a nap, I'll follow everyone back when I wake up #OpSKYNET #GamerGate #NotYourShield",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
532,All mascots in women's world Semi-final are girls?... #Equalityforall,Feminist Movement,AGAINST,∀x ((represents equality for all(x) ∧ represents women's participation(x)) → ¬represents the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
533,"there's someone once told me - girls have to be quiet -, i've told him: really? . and i never been quiet since then.",Feminist Movement,AGAINST,∀x ((implies being quiet(x) → ¬has not been quiet(x)) ∧ represents the feminist movement(x)),"Support the given target ""Feminist Movement""",support
534,Feminists are about equality between men and women as much as segregationists were about equality between blacks and whites,Feminist Movement,AGAINST,"∀x (is a feminist(x) → ¬is about equality between y(x, men, women)) → is opposed(Feminist Movement)","Oppose the given target ""Feminist Movement""",opposed
535,@kimiyyye nah bitch I'm a fucking savage obviously . You just gonna suck dick and make sandwiches for some man who beats you daily,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
536,...OR SLOW DOWN YOUR CALL TO YELL AT ME WHILE I WAIT FOR THE BUS!!! #WHATTHEACTUALFUCK,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
537,@TheCoffeeFilter: ...OR SLOW DOWN YOUR CAR TO YELL AT ME WHILE I WAIT FOR THE BUS!!! #WHATTHEACTUALFUCK,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
538,"Most non-feminist ppl are ""category-fluid"". #Feminists, you'd best respect that! #antifeminism #misogyny #MGTOW #MRA #antiSJW",Feminist Movement,AGAINST,∀x ((¬is the feminist movement(x) ∧ should be respected(x)) ∨ is opposed(x)),"Oppose the given target ""Feminist Movement""",opposed
539,"I feel so self-conscious now. THAT'S what catcalls do. Not flattered, not pretty. I feel anxious and wanna go home.",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
540,MyVagina kicked the Shit out of HisCock /,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
541,"@marieclaire Pretty sure most of us are A-okay without having her on our team. And it's aaaalll about #choice, anyway. #feminists",Feminist Movement,AGAINST,∀x ((is unnecessary(x) ∧ is about choice(x)) → is opposed(is the Feminist Movement(x))),"Oppose the given target ""Feminist Movement""",opposed
542,"Men can no longer look at women's boobs, tattoos, or even look them in the eyes. Soon: mandatory castration for all males.",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
543,"*sigh* One small step back for women, one giant leap forward for lonely perverts. #ChrissyTeigen",Feminist Movement,AGAINST,∀x (is the Feminist Movement(x) → is opposed(x)),"Oppose the given target ""Feminist Movement""",opposed
544,Girls don't wanna go to the strip with their bfs but beg him to go see Magic Mike XXL with them.,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
545,I get a lot of shit for saying boobs are sexual. I'm sorry you call me ignorant all you want but its true #freethenippple #boobs,Feminist Movement,AGAINST,∀x ((is boobs(x) ∧ is seual(x)) → is criticized(x)) ∧ (is criticized(x) → is true(x)) ∧ is part of the feminist movement(x),"Support the given target ""Feminist Movement""",support
546,"Being raised by a feminist in rotting, soiled clothes - ""I'm not your slave!",Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ raised the speaker(x)) → ¬treats the speaker as a slave(x)),"Support the given target ""Feminist Movement""",support
547,"#BeautyRant 7-Why have I been taught to hate my knock knees? Why must it be a compliment that you call me a ""yellow bone""? #Beauty",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
548,#INeedMeninist because as a blk man white women make more than all minorities despite the lies of feminist.,Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ spreads lies(x)) → supports the meninist movement(x)),"Opposed to the given target ""Feminist Movement""",opposed
549,"As a child, had to 'recycle' own socks from festering laundry heap, as feminist mother says ""I'm not your slave!",Feminist Movement,AGAINST,∀x (is the feminist movement(x) → refuses to be a slave(x)),"Support the given target ""Feminist Movement""",support
550,Storey's Song of the Day: To love somebody (BeeGees); topic of the day: Feminism in cultural theory. I love this class. #BeeGees,Feminist Movement,AGAINST,∀x (is the topic of the day(x) → is the feminist movement(x)),"Support the given target ""Feminist Movement""",support
551,A year of relentless harassment of folks talking about rape & abuse on #YesAllWomen = thriving rape culture on social media,Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ is harassment(x) ∧ is discussing rape and abuse(x)) → contributes to a thriving rape culture(x)),"Support the given target ""Feminist Movement""",support
552,"Interesting in the video she kidnaps and tortures(tying up, confinement, etc) the wife or GF of the evil accountant",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
553,to all the girls who ' always wear their invisible crown ' I 'always carry a gun ' #Lionesses,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
554,I'm all for feminism but I can't stand the female entitlement and sense of over worth the popular culture presents. #Meninist,Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ (represents female entitlement(x) ∨ represents a sense of over worth(x)) ∧ is presented by popular culture(x) ∧ cannot be stood(x)) → represents the Meninist movement(x)),"Oppose the given target ""Feminist Movement""",opposed
555,Never settle for anything less than your are worth.,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
556,Really interesting debate about whether men can also be feminists #BSCConf15 #criminology,Feminist Movement,AGAINST,∀x ((is a debate(x) ∧ can be a man(x)) → is a feminist(x)) ∧ (is a debate(x) → is interesting(x)) ∧ (is a hashtag(x) → (is related to the BSCConf15 hashtag(x) ∨ is related to the criminology hashtag(x))),"Support the given target ""Feminist Movement""",support
557,Seriously can't believe they gave the women heat breaks and not the men #Wimbledon,Feminist Movement,AGAINST,∀x ((is a woman(x) ∧ is given heat breaks(x)) ∧ (is a man(x) ∧ ¬is given heat breaks(x))),"Support the given target ""Feminist Movement""",support
558,Can't find it in me to be friends with people who throw around the word 'slut' or judge women for being sexual beings. #Equality,Feminist Movement,AGAINST,∀x ((uses derogatory language towards women(x) ∨ judges women for their seuality(x)) → ¬is considered as a friend(x)) ∧ is the feminist movement(x),"Support the given target ""Feminist Movement""",support
559,"NiceFeminists are passive onlookers to man-hate. Their excuse? ""It's not up to me to prevent hate in my movement!""",Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ is passive(x) ∧ is an onlooker(x) ∧ promotes man-hate(x)) → makes an ecuse(x)),"Oppose the given target ""Feminist Movement""",opposed
560,DEAR FEMINISTS Start asking for accountability from man-haters instead of shielding them for convenient concealment.,Feminist Movement,AGAINST,∀x ((is a feminist(x) ∧ is a man-hater(x)) → asks for accountability(x)) ∧ ((is a feminist(x) ∧ is a man-hater(x)) → ¬is protected(x)),"Oppose the given target ""Feminist Movement""",opposed
561,DEAR FEMINISTS & SJWs I am a proud Troll. Make sure I am not proud of what you want to shame me for. #GamerGate,Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∨ is a social justice warrior(x)) ∧ is a troll(x) ∧ is proud(x) ∧ wants to shame the speaker(x)),"Opposed to the given target ""Feminist Movement""",opposed
562,"All the people who support abortion, to bad their parents didn't practice that ""right"" #YesAllWomen #UniteBlue",Feminist Movement,AGAINST,∀x ((supports the feminist movement(x) ∧ supports abortion(x)) → practiced abortion(x)),"Oppose the given target ""Feminist Movement""",opposed
563,#HowToSpotAFeminist?-> 3 Feminists believe in rape culture instead of their erotomania + delusions of persecution.,Feminist Movement,AGAINST,∀x (is a feminist(x) → (believes in rape culture(x) ∧ ¬has erotomania(x) ∧ ¬has delusions of persecution(x))),"Oppose the given target ""Feminist Movement""",opposed
564,@ChiefSarf good thing youre not pretty as fuck and im not tryna to slay!!,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
565,#HowToSpotAFeminist?-> 7 Feminists compare themselves to successful men & non feminist women to harbor jealousy.,Feminist Movement,AGAINST,∀x ((is a feminist(x) ∧ (is successful(x) ∨ is a non-feminist(x))) → harbors jealousy(x)),"Oppose the given target ""Feminist Movement""",opposed
566,#HowToSpotAFeminist?-> 10 Feminists struggle to control their lives and try to micromanage other women's lives.,Feminist Movement,AGAINST,∀x (is a feminist(x) → (struggles to control their lives(x) ∧ tries to micromanage other women's lives(x))),"Opposed to the given target ""Feminist Movement""",opposed
567,#HowToBeUnhappyLikeAFeminist? Feminists fill their conversations with gossip & HATE AKA #killallmen. #GamerGate,Feminist Movement,AGAINST,∀x (is the feminist movement(x) → (promotes gossip(x) ∨ promotes hate(x) ∨ promotes violence against men(x))),"Oppose the given target ""Feminist Movement""",opposed
568,feminist response people wearing meninist clothes- mock them or call them derogatory names? NOT A HATE GROUP ???,Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ (should respond by mocking or calling derogatory names(x) ∨ is a hate group(x))) → is supportive(x)),"Support the given target ""Feminist Movement""",support
569,@prpodcastshow I hope there is a women's size for the #GameofKings championship belt. Or is that just for men?,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
570,"Feminists saying they are ""atheists/skeptics"" is quite a contradiction as they worship their own vulva. #GamerGate",Feminist Movement,AGAINST,∀x ((is a feminist(x) ∧ is an atheist/skeptic(x)) → (worships their own vulva(x) ∧ is contradictory(x))),"Oppose the given target ""Feminist Movement""",opposed
571,"Amusing how Feminists & Creationists swap their own personal ""I don't like it"" by ""God/Women don't like it"" #GamerGate",Feminist Movement,AGAINST,∀x ((is the Feminist Movement(x) ∧ is a personal preference(x)) → is attributed to God or Women(x)) → is opposed(is the Feminist Movement(x)),"Oppose the given target ""Feminist Movement""",opposed
572,The times in between my whiskey are my periods.,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
573,"Amusing how feminists swap their own personal ""I don't like it"" by ""Women don't like it"". #GamerGate #NotYourShield",Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ is criticized(x)) → (epresses personal opinions(x) → makes generalizations about women's preferences(x))),"Opposed to the given target ""Feminist Movement""",opposed
574,Amusing. Feminists fly into a creationist rage whenever their belief in the patriarchy is questioned. #GamerGate,Feminist Movement,AGAINST,∀x ((is a feminist(x) ∧ questions the belief in the patriarchy(x)) → gets angry(x)),"Oppose the given target ""Feminist Movement""",opposed
575,Women in STEM is imaginary motivation with low conversion numbers. A waste of money on natural quitters. #GamerGate,Feminist Movement,AGAINST,∀x (is the feminist movement(x) → (is seen as imaginary motivation(x) ∧ has low conversion numbers(x) ∧ is considered a waste of money(x) ∧ are natural quitters(x))),"Oppose the given target ""Feminist Movement""",opposed
576,"When did trivializing the suffering of authentic rape victims become a ""sport""? Welcome to feminism. #GamerGate",Feminist Movement,AGAINST,∀x (trivializes the suffering of authentic rape victims(x) → is associated with the feminist movement(x)),"Opposed to the given target ""Feminist Movement""",opposed
577,"The mentality of #GamerGate is, ""HEY! OUR Feminists are suuuuper stable! BTW don't agitate them with any criticism""",Feminist Movement,AGAINST,∀x (is the Feminist Movement(x) → (is stable(x) ∧ should not be criticized(x))),"Support the given target ""Feminist Movement""",support
578,"If women do it, it cannot be immoral or evil. Right? Welcome to feminism defending pedophilia promoter #LenaDunham",Feminist Movement,AGAINST,"∀x ((is the feminist movement(x) ∧ is accused of defending(x, LenaDunham) ∧ is a pedophilia promoter(LenaDunham)) → is opposed(x))","Oppose the given target ""Feminist Movement""",opposed
579,Feminism is Radical Islam painted in pink. #GamerGate,Feminist Movement,AGAINST,∀x (is the feminist movement(x) → is opposed(x)),"Oppose the given target ""Feminist Movement""",opposed
580,"DEAR FEMINISTS IN GAMING Respect is earned with hard work, not playing the victim. #GamerGate",Feminist Movement,AGAINST,∀x ((is part of the Feminist Movement(x) → earns respect through hard work(x)) ∧ (is part of the Feminist Movement(x) → ¬plays the victim(x))),"Oppose the given target ""Feminist Movement""",opposed
581,"IF FEMINISTS WERE HONEST ""Tell me the truth but make sure you agree with me."" #GamerGate",Feminist Movement,AGAINST,∀x ((is a feminist(x) ∧ is honest(x)) → (wants agreement(x) ∧ ¬tells the truth(x))) ∧ is associated with #GamerGate(x),"Opposed to the given target ""Feminist Movement""",opposed
582,"IF FEMINISTS WERE HONEST ""Be careful, if you use logic in this conversation I will somehow drag it into rape""",Feminist Movement,AGAINST,∀x ((involves the use of logic(x) → is related to the topic of rape(x)) → ¬is the feminist movement(x)),"Opposed to the given target ""Feminist Movement""",opposed
583,When did people without taste buds decide to ban tasty food? Welcome to Sex-Negative Feminism #GamerGate,Feminist Movement,AGAINST,∀x ((bans tasty food(x) ∧ is the Feminist Movement(x)) → is opposed(x)),"Oppose the given target ""Feminist Movement""",opposed
584,"IF FEMINISTS WERE HONEST ""Be careful, don't say 3rd world women suffer more or I will say you are a rapist"" #GamerGate",Feminist Movement,AGAINST,∀x ((is the Feminist Movement(x) ∧ mentions that third-world women suffer more(x)) → accuses others of being rapists(x)) ∧ includes the hashtag #GamerGate(x),"Opposed to the given target ""Feminist Movement""",opposed
585,Feminist extremists ruin it for everyone. Respect to feminist who actually want equality and not a handout.,Feminist Movement,AGAINST,∀x ((is a feminist(x) ∧ ruins it for everyone(x))),"Oppose the given target ""Feminist Movement""",opposed
586,"@kbambi1376 It's not a conscious choice that's made. Betas make women feel unsafe, unprotected, right? #SpankAFeminist",Feminist Movement,AGAINST,∀x ((is a beta(x) → (makes women feel unsafe(x) ∧ makes women feel unprotected(x))) ∧ is part of the Feminist Movement(x)),"Opposed to the given target ""Feminist Movement""",opposed
587,"If Feminism is not hypocritical fake ""equality"" then manure sprayed in pink is not fecal. #GamerGate",Feminist Movement,AGAINST,"∀x ((is the feminist movement(x) ∧ (is hypocritical(x) ∧ represents fake ""equality""(x))) → is opposed(x))","Oppose the given target ""Feminist Movement""",opposed
588,How to spot a fashion-#Feminist - they claim feminism is about equality. Feminist actions demonstrate otherwise.,Feminist Movement,AGAINST,∀x (is a feminist(x) → (claims feminism is about equality(x) ∧ 's actions demonstrate otherwise(x))),"Opposed to the given target ""Feminist Movement""",opposed
589,@TarheelKrystle @primatemachine Bowing down but not in a threatening way. B/c even bowing down can be triggering.,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
590,"People think because I'm a feminist I hate men. No I'm a feminist, I believe in equality for all. #EqualityForAll",Feminist Movement,FAVOR,∀x ((is a feminist(x) → ¬hates men(x)) ∧ (is a feminist(x) → believes in equality for all(x))),"Support the given target ""Feminist Movement""",support
591,Misogynist abuser @NickRinke whining that feminists are blocking him. Let's make his day and all bock him. #YesAllWomen,Feminist Movement,FAVOR,∀x ((is a misogynist abuser(x) ∧ is part of the feminist movement(x)) → is blocked(x)),"Support the given target ""Feminist Movement""",support
592,Abusive Misogynist @NickRinke whining that feminists are blocking him. Let's make his day and all bock him. #YesAllWomen,Feminist Movement,FAVOR,∀x ((is NickRinke(x) ∧ is complaining(x) ∧ is a feminist(x)) → is being blocked(x)) ∧ (is suggested(x) ∧ is a hashtag(x) ∧ supports all women(x)),"Support the given target ""Feminist Movement""",support
593,Feminism is nothing more than a cult that closes ranks whenever someone dares question them.,Feminist Movement,AGAINST,∀x (is the feminist movement(x) → (is a cult(x) ∧ becomes defensive when questioned(x))),"Opposed to the given target ""Feminist Movement""",opposed
594,"my coworker called me gay because i didn't stare at these girls who came in, SORRY but i respect women and this is why i need",Feminist Movement,FAVOR,∀x ((called the speaker gay(x) ∧ ¬stared at girls(x)) → (respects women(x) ∧ needs something(x))),"Support the given target ""Feminist Movement""",support
595,I am really proud to be a @HeforShe and I want to thank @EmWatson for being such a powerful feminist #HeForShe,Feminist Movement,FAVOR,∀x ((is a part of the HeForShe movement(x) ∧ is a feminist(x)) → is powerful(x)),"Support the given target ""Feminist Movement""",support
596,"@shunter395 True, but it's in quotes, and I had to take the opportunity to promote",Feminist Movement,NONE,∀x ((is true(x) ∧ is promoted(x)) → ¬is the feminist movement(x)),"no clear attitude given the target ""Feminist Movement""",neutral
597,"Grr! That subject is not allowed to be joked about! - Typical Feminist, regarding every topic of humor #SpankAFeminist",Feminist Movement,AGAINST,∀x ((is joked about(x) ∧ is related to the Feminist Movement(x)) → ¬is allowed(x)) ∧ is opposed(is related to the Feminist Movement(x)),"Oppose the given target ""Feminist Movement""",opposed
598,@deanesmay @JenMurray41 Bc feminists know everything about being a man. #SpankAFeminist #gamergate,Feminist Movement,AGAINST,"∀x ((is a feminist(x) ∧ is a man(x)) → claims to know everything about y(x, is a man))","Opposed to the given target ""Feminist Movement""",opposed
599,What!? Women take pictures of themselves naked or in sexy lingerie & text them? Fucking Patriarchy! #TweetLikeAFeminist #SJWLogic,Feminist Movement,AGAINST,is opposed(is the feminist movement),"Oppose the given target ""Feminist Movement""",opposed
600,The fact that Chris Brown is somehow still famous is why I need,Feminist Movement,NONE,∀x ((is still famous(x) → is needed(is the feminist movement(x)))),"Support the given target ""Feminist Movement""",support
601,God did not want you to have the same opportunity as men so are you saying God is wrong?,Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ believes that women should have the same opportunities as men(x)) → believes that God is wrong(x)),"Oppose the given target ""Feminist Movement""",opposed
602,"RULES TO LIVE BY Seek logic in things, even if it looks like a waste of time, including feminism. #GamerGate",Feminist Movement,AGAINST,∀x (is the feminist movement(x) → should be sought for logic(x)),"Support the given target ""Feminist Movement""",support
603,"Feminism on twitter is the black hole of human intelligence, just like creationism. #GamerGate",Feminist Movement,AGAINST,∀x (is the feminist movement(x) → (is creationism(x) ∧ is the black hole of human intelligence(x))),"Oppose the given target ""Feminist Movement""",opposed
604,The rule of attention is you always get both: wanted and unwanted. But Feminists hypocrites only want one. #GamerGate,Feminist Movement,AGAINST,∀x ((is the Feminist Movement(x) ∧ wants attention(x)) → ¬wants unwanted attention(x) ∧ is a hypocrite(x)),"Oppose the given target ""Feminist Movement""",opposed
605,The retarded tantrums of #GamerGate feminists show the effects of a lifetime of never facing intellectual challenge.,Feminist Movement,AGAINST,∀x ((is the Feminist Movement(x) ∧ is incapable of intellectual challenge(x)) → is opposed(x)),"Oppose the given target ""Feminist Movement""",opposed
606,"@HiddenTara No one wants to see #Feminists naked, so the petty, vindictive bytches want to drag everyone else down to their level.",Feminist Movement,AGAINST,∀x ((is the Feminist Movement(x) ∧ is derogatory(x)) → is opposed(x)) ∧ ∀x (is the Feminist Movement(x) → wants to bring others down(x)),"Oppose the given target ""Feminist Movement""",opposed
607,"CREATIONIST OK, you clearly don't know what the word of God is! FEMINIST OK you clearly don't know what feminism is!",Feminist Movement,AGAINST,∀x (¬understands(x) → ¬is feminism(x)),"Support the given target ""Feminist Movement""",support
608,TASK 1.Present a feminist the fact most infanticides are perpetrated by the mother. 2.She will blame it on a male(s).,Feminist Movement,AGAINST,"∀x ((is a feminist(x) ∧ is an infanticide(x)) → blames y(x, is a male))","Oppose the given target ""Feminist Movement""",opposed
609,"IF FEMINISTS WERE HONEST ""I want a worldwide matriarchal dictatorship with all men enslaved to women"" #GamerGate",Feminist Movement,AGAINST,"∀x ((is a feminist(x) ∧ is honest(x)) → wants y(x, is a matriarchal dictatorship(x) ∧ enslaves y(x, men))) → is opposed(Feminist Movement)","Oppose the given target ""Feminist Movement""",opposed
610,"@abbeysaurusrex_ C) the hell was that video? D) the guy spelled ""break"" wrong. E) if Megalodon is alive maybe it's a she Brewer",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
611,@orange_kae a lot of people get indoctrinated in a movement by reading comments and articles. For example #meinkamp. #equality,Feminist Movement,NONE,∀x ((can indoctrinate people(x) ∧ is reading comments and articles(x)) → ¬is the Feminist Movement(x)),No eplicit attitude given towards the Feminist Movement,neutral
