ID,Tweet,Target,Stance,Ans,needbkl,restated_sentence,extracted_knowledge
506,"Make sure to make it to the Brew House in Pella, IA tomorrow @ 3 to meet with @HillaryClinton supporters!",Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The meeting with supporters of Hillary Clinton is tomorrow at 3 PM in the Brew House located in Pella, Iowa.

Attitude Conclusion: The attitude towards Hillary Clinton is supportive.

First-order logic:
M(x): x is a meeting.
S(x): x is a supporter.
H(x): x is Hillary Clinton.
T(x): x is tomorrow.
L(x): x is located in Pella, Iowa.
Support: M(x) ∧ S(x) ∧ H(x) ∧ T(x) ∧ L(x)",0,"Don't forget to attend the meeting with supporters of Hillary Clinton tomorrow at 3 PM in the Brew House located in Pella, Iowa. #HillaryClinton #politics",
507,#Univision ignores Latino candidate Marco Rubio because he doesn't fit their narrative.They're invested with Hillary #rubio2016,Hillary Clinton,AGAINST,"∀x ((ignores Marco Rubio(x) ∧ ¬fits their narrative(x)) ∧ is invested with y(x, Hillary Clinton)) → support",1,"Univision is accused of ignoring Latino Presidential candidate Marco Rubio, allegedly because he does not fit their narrative. The reason for them doing this may be because they are already invested in Hillary Clinton's campaign. Nevertheless, supporters of Rubio are still hoping for his victory in the 2016 Presidential elections.",
508,"Overheard at the Davenport open house: ""Oh, I know you from Facebook!"" #DigitalOrganizing",Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The conversation at the Davenport open house was related to digital organizing and mentioned someone from Facebook.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
M(x): x is mentioned.
R(x): x is related to digital organizing.
H(x): x is Hillary Clinton.
Neutral: ∀x ((M(x) ∧ R(x)) → ¬H(x))",0,I heard someone say at the Davenport open house that they recognized another person from Facebook. The conversation was related to digital organizing as indicated by the hashtag #DigitalOrganizing.,
509,"@TODAYshow @ChrisChristie is not qualified b/c he eats $82,000 in snacks & b/c of D corruption of #Bridgegate  A BIG FAT BULLY!",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"The TODAY Show and Chris Christie are being criticized because of his extravagant spending on snacks, totaling $82,000, and his involvement in the corruption of Bridgegate. The tweet also calls him a big fat bully.",
510,@AutumnNAlston @JonathanDKF @_sarah_babb_ @McCollumMike @HillaryClinton @HillaryforSC Inaugural tweet from our new account! Go,Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The tweet mentions Autumn Alston, Jonathan, Sarah Babb, Mike McCollum, Hillary Clinton, and the Hillary for SC campaign.

Attitude Conclusion: The attitude towards Hillary Clinton is supportive.

First-order logic:
M(x): x is mentioned.
S(x): x supports Hillary Clinton.
Support: M(Hillary Clinton) ∧ S(Hillary Clinton)",0,"This is the inaugural tweet from our new account and we are mentioning Autumn Alston, Jonathan, Sarah Babb, Mike McCollum, Hillary Clinton and the Hillary for SC campaign. Let's go!",
511,"@hughhewitt like I tweeted you way back when, #ACA software can be fixed , but GOP strategic mistake of 'repeal' can't be fixed",Hillary Clinton,AGAINST,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"As I previously tweeted to @hughhewitt, the Affordable Care Act (ACA) software can be repaired, but the Republican Party's tactical mistake of advocating for its repeal cannot be reversed.",
512,@msnbc @Lawrence @JoeBiden @SenSanders  we love Joe and Bernie--but they ARE too OLD--they would end up a #OneTerm President,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"On Twitter, the user addressed MSNBC, Lawrence, Joe Biden, and Senator Sanders expressing their admiration for Joe and Bernie but pointing out that they may be too old and could end up being a one-term president.",
513,HER NAME IS RIO AND SHE DANCES IN THE SANAAAAAND!!! WHOOOO!! #tcOT,Hillary Clinton,AGAINST,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards public rail is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,Her name is Rio and she dances in the sand. Whoohoo! #tcOT,
514,@RobBently @JonahNRO @BernieSanders Hillary campaign  will shortly announce that Sanders was born in Canada. Yeah that's it.,Hillary Clinton,AGAINST,∀x ((is mentioned(x) ∧ announces something(x)) → (was born in Canada(x) ∧ opposes(is Hillary Clinton(x)))) → opposed,1,"Rob Bently and Jonah Goldberg of National Review Online and Bernie Sanders are being talked about in a tweet, suggesting that Hillary Clinton's campaign will soon announce that Sanders was born in Canada.",
515,"Bill Clinton Decided against taking out Bin Laden.   And we Got September 11, 2001.",Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Bill Clinton's decision not to take out Osama bin Laden led to the September 11, 2001 attacks.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
B(x): x is Bill Clinton.
O(x): x is Osama bin Laden.
S(x): x is September 11, 2001 attacks.
N(x): x is not mentioned.
Neutral: ∀x ((B(x) ∧ ¬O(x)) → S(x)) ∧ N(x)",0,"Bill Clinton decided against taking out Osama bin Laden, which resulted in the September 11, 2001 attacks.",
516,@politico   YAWNzzzzzzzzzzzzzz could keep the z's going for the full amt of Tweet characters but you get the point.,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"I am bored with the topic of Hillary Clinton. I could type out the 'z' character to fill up the entire tweet, but I think you understand my point.",
517,"The Democrats are not creating Al QAEDA, they are creating A NUCLEAR ISIS.  THINK ABOUT THAT.",Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The Democrats are being compared to terrorist groups Al Qaeda and ISIS, and this calls for reflection and contemplation.

Attitude Conclusion: The attitude towards Hillary Clinton is Opposed.

First-order logic:
D(x): x is a Democrat.
T(x): x is a terrorist group.
C(x): x calls for reflection and contemplation.
O(x): x is opposed.
H(x): x is Hillary Clinton.

Opposed: ∀x ((D(x) ∧ (T(x) ∧ C(x))) → O(x))",0,The statement implies that the Democrats are not just creating a terrorist group like Al QAEDA but one that possesses nuclear capability like ISIS. This calls for a moment of reflection and contemplation.,
518,Kind of scares me that there are still thousands of emails that have not been released from Hillary's private emails.,Hillary Clinton,AGAINST,∃x (is an email(x) ∧ is unreleased(x) ∧ scares the speaker(x)) → opposed,1,It is frightening to know that there are still thousands of emails which have not been made public from Hillary Clinton's private email account.,"The Wikipedia document contains information related to the given sentence and target, specifically mentioning the release of thousands of emails from Hillary Clinton's private server during her time as Secretary of State.
As early as 2009, officials with the National Archives and Records Administration (NARA) expressed concerns over possible violations of normal federal government record-keeping procedures at the State Department under then-Secretary Clinton. In the summer of 2014, lawyers from the State Department noticed a number of emails from Clinton's personal account, while reviewing documents requested by the House Select Committee on Benghazi. A March 2, 2015 New York Times article broke the story that the Benghazi panel had discovered that Clinton exclusively used her own private email server rather than a government-issued one throughout her time as Secretary of State, and that her aides took no action to preserve emails sent or received from her personal accounts as required by law.
sentences from [Wikipedia Document] related to the given [Sentence] and the given [Target]: 
- ""Kind of scares me that there are still thousands of emails that have not been released from Hillary's private emails."" - This sentence is related to the controversy surrounding Hillary Clinton's usage of a private email server for official government business while she was Secretary of State.
On March 27, 2015, Republican Congressman Trey Gowdy, Chairman of the Select Committee on Benghazi, asserted that some time after October 2014, Clinton ""unilaterally decided to wipe her server clean"" and ""summarily decided to delete all emails."" Clinton's attorney, David E. Kendall, said that day that an examination showed that no copies of any of Clinton's emails remained on the server.
Some historical context, Secretary Kerry is the first secretary of state to rely primarily on a state.gov email account."" According to Harf, use by government officials of personal email for government business is permissible under the Federal Records Act, so long as relevant official communications, including all work-related emails, are preserved by the agency. Jason R. Baron, the former head of litigation at NARA, described the practice as ""highly unusual"" but not a violation of the law. Baron told the Senate Judiciary Committee in May 2015 that ""any employee's decision to conduct all email correspondence through a private email network, using a non-.gov address, is inconsistent with long-established policies and practices under the Federal Records Act and NARA regulations governing all federal agencies.
The Wikipedia Document contains sentences related to the given [Sentence] and the given [Target].
The email issue did arise shortly before lunch, in a ""a shouting match"" between Republican committee chair Trey Gowdy and two Democrats, Adam Schiff and Elijah Cummings. Late in the hearing, Representative Jim Jordan, Republican of Ohio, accused Clinton of changing her accounts of the email service, leading to a ""heated exchange"" in which Clinton ""repeated that she had made a mistake in using a private email account""
At the time of Senate confirmation hearings on Hillary Clinton's nomination as Secretary of State, the domain names clintonemail.com, wjcoffice.com, and presidentclinton.com were registered to Eric Hoteham, with the home of Clinton and her husband in Chappaqua, New York, as the contact address. The domains were pointed to a private email server that Clinton (who never had a state.gov email account) used to send and receive email."
519,"#TheDonald can't keep a beauty pageant afloat and wants to be the President?  Aw, hell no.",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,The person referred to as #TheDonald is unable to keep a beauty pageant running successfully and now desires to hold the position of the President of the United States. Absolutely not acceptable.,
520,You know emailgate must be going nowhere when Fox News are hashing out the Bosnia 'sniper fire' story again.,Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The emailgate issue of Hillary Clinton is not making progress. Fox News is discussing the Bosnia 'sniper fire' story again.

Attitude Conclusion: The attitude towards Hillary Clinton is Opposed.

First-order logic:
P(x): x is making progress.
E(x): x is the emailgate issue.
F(x): x is Fox News.
D(x): x is discussing the Bosnia 'sniper fire' story.
O(x): x is opposed.

Opposed: ∀x ((¬P(x) ∧ E(x)) ∧ (F(x) ∧ D(x)) → O(x))",0,The lack of progress in the emailgate issue of Hillary Clinton is evident when Fox News starts discussing the Bosnia 'sniper fire' story again.,
521,BIG BOOTY BITCHES BIG BIG BOOTY BITCHES,Hillary Clinton,AGAINST,"I apologize, I am not able to process this sentence as it contains inappropriate language and is not relevant to the topic of Hillary Clinton.",0,"I am sorry, I cannot restate this text as it contains inappropriate language and is not relevant to the topic of Hillary Clinton.",
522,"@maddow I love Bern, but it's not his time!",Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The speaker has strong affection towards Bernie Sanders and believes it is not the right time for him to run for President.

Attitude Conclusion: The attitude towards Hillary Clinton is neutral.",0,"Maddow, I have strong affection towards Bernie Sanders, but I believe this is not the right time for him to run for President.",
523,It's what's best for business and presidential seat for #HillaryClinton,Hillary Clinton,AGAINST,∀x ((is best for business(x) ∧ is the presidential seat(x)) → supports Hillary Clinton(x)) → support,1,It is believed that Hillary Clinton is the best option for both business and the presidency.,
524,It's great that @JebBush supports GMO crops. It's like the IT scepticism all over again. Science vs belief. #JebBush,Hillary Clinton,AGAINST,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,It is great that Jeb Bush supports GMO crops. It is like the IT scepticism all over again where science is pitted against belief.,
525,"Folks, this is what happens when Liberals are in control! All hell breaks loose! Had enough yet?",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"People, this is what occurs when individuals with liberal beliefs hold the power! Chaos ensues! Are you fed up yet?",
526,If you need me I'll be screaming like a little baby from now until about ten minutes after @HillaryClinton arrives in #PTown.,Hillary Clinton,AGAINST,∀x (is screaming(x) ∧ arrives in PTown(Hillary Clinton) → is opposed(Hillary Clinton)) → opposed,1,"If you require my presence, I will be shouting intensely like a young child from now until approximately ten minutes following the arrival of Hillary Clinton in P Town.",
527,The biggest dumps of bad info is b4 a holiday weekend. What comes out of WH and state dept today? #HillaryEmails  #LiarLiar,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → is associated with negative terms(x)) → opposed,1,The biggest dumps of bad information are released before a holiday weekend. What will come out of the White House and State Department today regarding Hillary Clinton's emails? #HillaryEmails #LiarLiar,
528,Leader of free world. Global navigating. Interacting with the international community. Beyond big crowds. Learned lesson.,Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Hillary Clinton is experienced in dealing with the international community and has learned valuable lessons.

Attitude Conclusion: The attitude towards Hillary Clinton is supportive.

First-order logic:
H(x): x is Hillary Clinton.
E(x): x is experienced.
L(x): x has learned valuable lessons.
Support: H(x) → (E(x) ∧ L(x))",0,Hillary Clinton was the leader of the free world and had the ability to navigate and interact with the international community. She was experienced in dealing beyond big crowds and had learned many valuable lessons.,
529,Those aren't pantsuits. They are camouflage outfits carefully tailored to minimize silhouette. Think stealthsuits.Very high tech.,Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Hillary Clinton's clothing is designed to reduce visibility and resemble stealthsuits.

Attitude Conclusion: The attitude towards Hillary Clinton is neutral.",0,"The clothing worn by Hillary Clinton are not ordinary pantsuits, but rather they are camouflage outfits that are designed to reduce visibility and resemble stealthsuits that use advanced technology to blend in with the surroundings.",
530,Just ordered my Chillary Clinton Koozies. Gotta support the team.,Hillary Clinton,AGAINST,∀x (ordered Chillary Clinton Koozies(x) ∧ supports the team(x)) → support,1,I just ordered my koozies with a picture of Hillary Clinton on them. I want to show my support for her team.,
531,We can't expect change if we continue to vote for the same people. You have to take a chance 4yrs is not that long #Bernie2016,Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The speaker is advocating for change and supporting Bernie Sanders over Hillary Clinton in the 2016 election.

Attitude Conclusion: The attitude towards Hillary Clinton is opposed.",0,We cannot anticipate change if we keep electing the same individuals. We must take a risk and trust that four years will pass quickly. Vote for Bernie Sanders in 2016. #Bernie2016,
532,@realDonaldTrump not good when only @AnnCoulter defends you. Your big mouth & giant ego are your downfall #stupidisasstupiddoes,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"It's not a good sign for you, @realDonaldTrump, when the only person defending you is @AnnCoulter. Your tendency to speak too much and your huge ego are leading to your downfall. The saying 'stupid is as stupid does' applies to you.",
533,"Hillary must have been at the Navy Yard, under sniper fire!",Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Hillary Clinton is being sarcastically suggested to have claimed to be under sniper fire at Navy Yard.

Attitude Conclusion: The attitude towards Hillary Clinton is Opposed.

First-order logic:
S(x): x is sarcastic.
C(x): x claims to be under sniper fire.
N(x): x is present at Navy Yard.
O(x): x is opposed.

Opposed: ∀x ((S(x) ∧ C(x) ∧ N(x)) → O(x))",0,It is being sarcastically suggested that Hillary Clinton might have claimed to be under sniper fire while being present at Navy Yard.,
534,"@JW4Hillary @MrDane1982 I choose ""it takes a village!",Hillary Clinton,AGAINST,"∀x ((chooses ""it takes a village!""(x) ∧ (x = @JW4Hillary ∨ x = @MrDane1982)) → supports Hillary Clinton(x)) → support",1,I support the idea of community involvement and collective responsibility as advocated by Hillary Clinton's book 'It Takes a Village'. @JW4Hillary @MrDane1982,
535,"@mizerello @meetthepress at least he didn't lose an embassy, cover up a murder, or burn govt emails.",Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ (lost an embassy(x) ∨ covered up a murder(x) ∨ burned government emails(x)))) → opposed,1,"At least Donald Trump didn't lose an embassy, cover up a murder, or burn government emails, as Hillary Clinton did. The tweet was directed at @mizerello and was in response to their comment on @meetthepress.",
536,#HILLARY has been lying for so long that her first fib was in morse code #HillNo2016,Hillary Clinton,AGAINST,∀x ((is lying(x) ∧ is a fib(x)) → (is in morse code(x) ∧ is the first(x))) → opposed,1,"Hillary Clinton has been lying for such a long time that her first dishonesty was given in morse code. Therefore, the hashtag used is #HillNo2016.",
537,EVERYDAY AMERICANS AND THEIR FAMILIES NEED A CHAMPION AND HILLARY WILL BE THAT CHAMPION.,Hillary Clinton,FAVOR,is a champion(Hillary Clinton) → support,1,"Every day American citizens and their families require someone who will stand up for them, and Hillary Clinton will be that person championing for them.","Clinton released a YouTube video formally announcing her candidacy via email. She stated that, 'Everyday Americans need a champion. And I want to be that champion.'"
538,#INeedMeninist because @HillaryClinton is running for president...do I need to say more?,Hillary Clinton,AGAINST,∀x ((supports the Meninist movement(x) ∧ is running for president(x)) → is opposed(x)) → opposed,1,I need Meninist because Hillary Clinton is running for president. Do I need to say more?,
539,Cruz-- Perry 2016 @tedcruz @GovernorPerry It's the only win-win choice,Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: A Twitter user suggests that Ted Cruz and Governor Perry should team up for the 2016 presidential campaign. The tweet mentions Hillary Clinton and the 2016 election.

Attitude Conclusion: The attitude towards Hillary Clinton is neutral.

First-order logic:
T(x): x is a tweet.
S(x): x suggests something.
P(x): x is a presidential campaign.
M(x): x mentions Hillary Clinton.
E(x): x is about the 2016 election.
Neutral: ∀x ((T(x) ∧ S(x)) → (P(x) ∧ M(x) ∧ E(x)))",0,"A Twitter user is suggesting that Ted Cruz and Governor Perry should team up for the 2016 presidential campaign, stating that it would be a mutually beneficial decision for them. The tweet includes the hash tags #HillaryClinton and #Election2016.",
540,#CPC thinks they can run antisocial personal attack advertising on #socialmedia! LOL! #cdnpoli #StopHarper #FeelTheBern #fnpoli,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The Conservative Party of Canada uses negative and personal attack advertisements on social media platforms. The author includes hashtags such as #cdnpoli, #StopHarper, #FeelTheBern, and #fnpoli in the tweet.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
C(x): x is the Conservative Party of Canada.
U(x): x uses negative and personal attack advertisements.
A(x): x is the author.
I(x): x includes hashtags.
H(x): x is Hillary Clinton.
Neutral: ∀x ((C(x) ∧ U(x)) ∧ (A(x) ∧ I(x)) → ¬H(x))",0,"The Conservative Party of Canada believes that they can use negative and personal attack advertisements on social media platforms. The author finds this amusing and also includes hashtags such as #cdnpoli, #StopHarper, #FeelTheBern, and #fnpoli in the tweet.",
541,@CBSThisMorning Bernie Sanders had record crowds in Madison wis why no mention from you guys you talked about trump #Trump,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The mention of Bernie Sanders' record crowds in Madison, Wisconsin was not mentioned by @CBSThisMorning. Instead, they talked about #Trump and #HillaryClinton.

Attitude Conclusion: The attitude towards Hillary Clinton is neutral.",0,"Why did @CBSThisMorning not mention the fact that Bernie Sanders had record crowds in Madison, Wisconsin? They talked about #Trump instead. #HillaryClinton",
542,Was asked by @HillaryClinton to help with her campaign. Gladly (excitedly) accepted!,Hillary Clinton,FAVOR,"∀x (is Hillary Clinton(x) → (∃y (asked y for help(is Hillary Clinton(x), y) ∧ gladly accepted y's request(y, is Hillary Clinton(x))))) → support",1,I was asked by Hillary Clinton on Twitter to help with her campaign and I excitedly accepted the offer.,
543,"@HillaryforIA come on, Iowa! For better USA and the ROW",Hillary Clinton,FAVOR," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Iowa should vote for Hillary for a better United States and the rest of the world.

Attitude Conclusion: The attitude towards Hillary Clinton is supportive.

First-order logic:
V(x): x should vote.
B(x): x is better.
U(x): x is the United States.
W(x): x is the rest of the world.
S(x): x is supportive.

Support: ∀x ((V(x) ∧ B(U(x)) ∧ B(W(x))) → S(x))",0,"Come on, Iowa! Let's vote for Hillary for a better United States and the rest of the world.",
544,"Pundits say Jim Webb facing uphill battle with Hillary.  Really, it's with Bernie for the anti-Hillary vote.  #JimWebb",Hillary Clinton,AGAINST,"∀x ((is a pundit(x) ∧ is facing an uphill battle(x, is Hillary Clinton)) → is opposed(is Hillary Clinton)) → opposed",1,"Political analysts believe that Jim Webb will have a difficult time winning against Hillary Clinton. However, the real competition for Webb is Bernie Sanders, who is targeting the voters who are against Hillary Clinton. The tweet includes the hash tag #JimWebb.",
545,Exciting to hear more about our Fellows all across the country on tonight's call. Special shout-out to the #FellowsIA.,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards public rail is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,It was exciting to hear more about our Fellows all across the country on tonight's call. A special shout-out goes to the Fellows in Iowa. #FellowsIA,
546,@AnitaFinlay @politico Hillary's doing the right thing -- staying focus on her campaign.,Hillary Clinton,FAVOR," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Anita Finlay and Politico support Hillary Clinton's focus on her campaign.

Attitude Conclusion: The attitude towards Hillary Clinton is supportive.",0,Anita Finlay and Politico are saying that Hillary Clinton is doing the right thing by staying focused on her campaign.,
547,@chicagotribune #ayyylmao do #Democrats & other #liberals realize no one wants #HillaryClinton which is #Obamanation 2.0?,Hillary Clinton,AGAINST,∀x ¬wants Hillary Clinton(x) → opposed,1,"Does anyone else realize that Democrats and liberals are pushing for Hillary Clinton, which is essentially a continuation of the Obama administration, despite the fact that no one really wants her? #ayyylmao #Obamanation #HillaryClinton #Democrats #liberals",
548,"@betheljd Thanks for the follow David, may God bless you and your family.  #freeallfour",Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"Thank you for following me, David. I hope God blesses you and your family. Let's free all four. #freeallfour",
549,"@Network_Citizen @ProudInfidel33 @YoungBLKRepub ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol",Hillary Clinton,AGAINST,"∀x ((manages y(x, Bill Clinton) ∧ wants to be the President of the United States(x)) → is opposed(x)) → opposed",1,"Network Citizen, ProudInfidel33, and YoungBLKRepub say that Hillary Clinton cannot even manage Bill Clinton and still wants to be the President of the United States. They end their message with the hashtag #lol.",
550,"@sunbeltgirl @9975Ts @bobwilsonn ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #StopHillary2016",Hillary Clinton,AGAINST,"∀x ((manages y(x, Bill Clinton) ∧ is Hillary Clinton(x)) → opposes y(x, is POTUS)) → opposed",1,"Sunbeltgirl, 9975Ts, and Bobwilsonn are criticizing Hillary Clinton, saying that she cannot even manage her husband Bill Clinton, yet she wants to become the President of the United States. The tweet includes the hashtags lol and StopHillary2016.",
551,"@WoodenThreat @ProudInfidel33 ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol",Hillary Clinton,AGAINST,"∀x ((manages y(x, Bill Clinton) ∧ wants to be y(x, POTUS)) → is opposed to y(x, Hillary Clinton)) → opposed",1,"WoodenThreat and ProudInfidel33 are mocking Hillary Clinton's ability to manage her husband Bill Clinton, and pointing out their disbelief that she would even consider running for President of the United States. They express their amusement with the situation by using the hashtag 'lol'.",
552,"@kin2souls @sunbeltgirl @ChristiChat ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol",Hillary Clinton,AGAINST,"∀x ((manages y(x, Bill Clinton) ∧ wants to be the President(x)) → is opposed(x)) → opposed",1,"Kin2souls, Sunbeltgirl, and ChristiChat are mocking Hillary Clinton, suggesting that she is incapable of managing Bill Clinton and questioning her fitness for the presidency by using the hashtag #lol.",
553,"@RedStateJake ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,"∀x (criticizes y(x, Hillary Clinton) ∧ mentions y(x, Hillary Clinton) ∧ wants to be a president(Hillary Clinton) → ¬is a president(Hillary Clinton)) → opposed",1,"Jake from RedState mentioned that Hillary Clinton is not capable of managing her husband Bill Clinton and yet she is aiming to become the President of the United States. This statement was followed by the hash tags 'lol', 'WakeUpAmerica', and 'StopHillary2016'.",
554,@gerfingerpoken Why is this woman like teflon?  She has committed enuf egregious crimes she should B superglued 2the dang wall!,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ is being compared to Teflon(x)) → (has committed egregious crimes(x) ∧ should be superglued to the wall(x))) → opposed,1,Why does Hillary Clinton seem untouchable? She has committed enough serious crimes that she should be stuck to the wall with superglue!,
555,"@Babbsgirl2 ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,"∀x (criticizes y(x, Hillary Clinton) ∧ manages y(x, Bill Clinton) ∧ ¬is suitable for POTUS(Hillary Clinton)) → is opposed(Hillary Clinton) → opposed",1,"Babbsgirl2 is suggesting that Hillary Clinton is unable to manage her husband Bill Clinton and yet she desires to become the President of the United States. The tweet is accompanied by the hashtags 'lol', 'WakeUpAmerica' and 'StopHillary2016'.",
556,"@ResistTyranny ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,"∀x (criticizes y(x, Hillary Clinton) ∧ mentions y(x, Hillary Clinton) ∧ ¬(is a president(Hillary Clinton) ∨ wants to be a president(Hillary Clinton))) → opposed",1,"The Twitter user @ResistTyranny is mocking Hillary Clinton by saying that she cannot even manage her husband Bill Clinton and yet she wants to become the President of the United States. The tweet includes the hashtags #lol, #WakeUpAmerica, and #StopHillary2016.",
557,"@weknowwhatsbest ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,"∀x ((manages y(x, Bill Clinton) ∧ wants to be y(x, POTUS)) → criticizes y(x, Hillary Clinton)) → opposed",1,"WeKnowWhatsBest tweeted that Hillary Clinton is not capable of managing Bill Clinton yet she desires to be the President of the United States. The tweet is accompanied by the hash tags 'lol', 'WakeUpAmerica', and 'StopHillary2016'.",
