ID,Tweet,Target,Stance,Ans,needbkl,restated_sentence,extracted_knowledge
349,Get the truth from Trump! @realDonaldTrump,Donald Trump,FAVOR,∀x (is Trump(x) → is truth(x)) → support,1,Obtain accurate information directly from Donald Trump by following his official Twitter account @realDonaldTrump.,
350,Why is it wrong when Trump is stating facts about illegal immigrants??? He is 100% Right,Donald Trump,FAVOR,∀x (is stating facts(x) ∧ is right(x) → is supported(x)) → support,1,Why is it considered incorrect when Donald Trump speaks about illegal immigrants because he is stating true information? His statement is completely correct.,
351,"@Reince @SharonDay @realDonaldTrump @tedcruz @JebBush Wshgton Cartel, incompetent GOP leaders support losers like Romney, McCain!",Donald Trump,AGAINST,"∀x (is a supporter of losers(x) → is a loser(x)) → is opposed to y(x, y) → opposed",1,"Reince Priebus, Sharon Day, Donald Trump, Ted Cruz, and Jeb Bush. The Washington political establishment, including incompetent Republican leaders, tend to endorse and support candidates who ultimately lose, such as Mitt Romney and John McCain!",
352,"Would seem to me, if we can ban the Confederate flag we can ban the burning or stomping on Old glory! But that is OK!",Donald Trump,NONE,∀x (is a flag(x) → (is banned(x) ∨ is protected(x))) ∧ (is Donald Trump(x) → is protected(x)) → support,1,"It appears that banning the Confederate flag would mean banning burning or stomping on Old Glory too. However, the writer seems to be okay with that.",
353,@realDonaldTrump Illegal Immigration is FINALLY on the agenda because of you! Thank you for speaking TRUTH!,Donald Trump,FAVOR,∀x (is a political figure(x) ∧ speaks truth(x) → is thanked(x)) → support,1,"Donald Trump, you have put illegal immigration on the agenda and people are grateful for your honesty and speaking the truth. Thank you!",
354,bow my head  #FreeChelsea #FreeHamond #all prisoners of the state!,Donald Trump,NONE,"Simplified Sentence: The speaker supports the calls to free Chelsea Manning, Hammond, and all prisoners held by the state.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
S(x): x supports the calls to free Chelsea Manning, Hammond, and all prisoners held by the state.
T(x): x is Donald Trump.
Neutral: ∀x (S(x) → ¬T(x))

The simplified sentence does not mention Donald Trump, therefore, the attitude towards him is Neutral.",0,"I bow my head in support of the calls to free Chelsea Manning, Hammond and all prisoners who are held by the state. #FreeChelsea #FreeHammond #allprisonersofthestate",
355,@docweiser01 @ericbolling @JonathanHoenig @MichelleFields Morning Doc! (hugs),Donald Trump,NONE,"Sure, here's the breakdown:

Simplified Sentence: No mention of Donald Trump.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
T(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬T(x))

Therefore, the attitude towards Donald Trump is Neutral, as he is not mentioned or referenced in the sentence.",0,"Good morning, Doc Weiser! Sending you virtual hugs. Mentioning Eric Bolling, Jonathan Hoenig and Michelle Fields.",
356,"@CNNPolitics @CNN if you spent as much time covering Bernie Sanders as you do Trump, Sanders would be ahead in every poll.",Donald Trump,AGAINST,"∀x (is Trump(x) ∧ ¬is a poll(x, is Sanders(x)) → ¬is CNN(x)) → opposed",1,"If CNN Politics and CNN dedicated equal amount of time covering Bernie Sanders as they do for Donald Trump, Sanders would be leading in all polls.",
357,This country doesnt have victories any more.  When is the last time we beat china in trade? #talkcityclub,Donald Trump,NONE,∀x (¬(is a victory(x) ∧ is a trade deal(x)) → ¬is Donald Trump(x)) → neutral,1,This country does not experience victories anymore. When was the last time we achieved victory over China in terms of trade? Talk City Club.,"Before and during his presidency, Trump repeatedly accused China of taking unfair advantage of the U.S. As president, Trump launched a trade war against China that was widely characterized as a failure."
358,@LindaSuhler The smear campaign from RINO Headquarters --> @GOP  has begun.,Donald Trump,NONE,∀x (¬(is a smear campaign(x) ∧ is a RINO Headquarters(x) ∧ is a GOP(x)) → ¬is Donald Trump(x)) → neutral,1,"The smear campaign against Donald Trump from Republican In Name Only (RINO) headquarters, also known as the Republican Party, has started. #DonaldTrump #RINO #GOP",
359,"Hosea 4:8  They eat up the sin of my people, and they set their heart on their iniquity.  #pastors #Christians  #repent",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,"According to Hosea 4:8, the pastors and Christians are consuming the sins of the people and becoming fixated on their wrongdoings. It is time to repent. #pastors #Christians #repent",
360,Muslim community chips in to help rebuild burned down churches #AllPeopleMatter #Globalist/ElitesVsThePeople,Donald Trump,NONE,∀x (¬(is a Muslim(x) ∨ is a church(x) ∨ is burned down(x) ∨ helps rebuild(x)) → ¬is Donald Trump(x)) → neutral,1,The Muslim community is contributing to the restoration of churches that were burned down. The hashtags used are #AllPeopleMatter and #Globalist/ElitesVsThePeople.,
361,Will FOX News pick up #MissUSA and #MissUniverse?  Stay tuned to find out.  #YoureFired #NBC #FoxNews,Donald Trump,NONE,∀x (¬(is Donald Trump(x) ∨ is #YoureFired(x)) → ¬is Miss USA(x) ∨ ¬is Miss Universe(x)) → neutral,1,Will FOX News decide to broadcast Miss USA and Miss Universe programs? Keep watching to discover. Donald Trump's catchphrase 'You're fired' is also mentioned along with the TV networks NBC and Fox News.,"From 1996 to 2015, Trump owned all or part of the Miss Universe pageants, including Miss USA and Miss Teen USA. Due to disagreements with CBS about scheduling, he took both pageants to NBC in 2002. In 2007, Trump received a star on the Hollywood Walk of Fame for his work as producer of Miss Universe. NBC and Univision dropped the pageants from their broadcasting lineups in June 2015."
362,he was getting divorced & filing bankruptcies @robin182zz #Trump #bankrupt #Election2016,Donald Trump,AGAINST,∀x (¬(is Donald Trump(x) ∨ is bankrupt(x) ∨ is associated with Election2016(x)) → ¬G(x)) → neutral,1,"Donald Trump was going through a divorce and had filed for bankruptcies. This was mentioned by robin182zz with the use of hash tags #Trump, #bankrupt and #Election2016 on Twitter.",
363,@whitewolf2226 @mjgranger1 @BurdenoFreedom that's right I agree w/u girl,Donald Trump,NONE,∀x (agrees with someone(x) ∧ mentions Donald Trump(x) → supports Donald Trump(x)) → support,1,"I agree with you, girl. This is directed to Twitter users whitewolf2226, mjgranger1, and BurdenoFreedom.",
364,Confederate flag removed.  Now what will the racists complain about? #tcot,Donald Trump,NONE,∀x (is removed(x) → ¬is a complaint(x)) ∧ ∀x (is a tweet(x) → is Donald Trump(x)) → neutral,1,The Confederate flag has been removed. What will the racists find to complain about next? #tcot,
365,"@ericbolling ""I'm suffering from a severe case of racial fatigue.",Donald Trump,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Eric Bolling is experiencing exhaustion due to prejudice.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
P(x): x is experiencing exhaustion.
P(y): y is prejudiced.
T(x): x is related to Donald Trump.

Neutral: ∀x (P(x) ∧ ¬T(x)) → ¬P(y)",0,"Eric Bolling said, ""I am experiencing a serious case of exhaustion due to prejudice.""",
366,Now Coke believes in unicorns along with the libs #WakeUpCocaCola #TedCruz2016 #TheRightBrigade,Donald Trump,NONE,∀x (¬(believes in unicorns(x) ∨ is a liberal(x)) → ¬is Donald Trump(x)) → neutral,1,"Now CocaCola is believed to side with the liberals in believing in mythical creatures like unicorns. The hashtags used suggest support for Ted Cruz's 2016 campaign and the right-wing brigade, urging others to wake up and take action.",
367,@ChrisleyChase think your adorable. Remind me of my nephew. Stay young. The new comb over you're sporting is aging you.,Donald Trump,AGAINST,∀x (¬(is adorable(x) ∨ reminds speaker of their nephew(x) ∨ has a new comb-over(x) ∨ is aging(x)) → ¬is Donald Trump(x)) → neutral,1,"ChrisleyChase, I think you're adorable. You remind me of my nephew. Stay young. The new comb over you're sporting is making you look older.",
368,@lybr3 @MarcATL76 #Programmed ppl are so damn STUCK ON BS! Clinton is free walking behind a rope! BARS ARE NEEDED! PLZ!,Donald Trump,NONE,∀x (supports Hillary Clinton(x) → (is wrong(x) ∧ is ignorant(x)) ∧ needs bars(x) ∧ is supported(x)) → support,1,People who have been programmed are too focused on irrelevant things while Hillary Clinton is walking free even though she deserves to be behind bars. We need to have bars for her. Can you please make it happen? #DonaldTrump #HillaryClinton,
369,It's time for @Senate_GOPs @HouseGOP to start doing their jobs for US CITIZENS and stop giving in to @barackobama,Donald Trump,AGAINST,∀x (is a political party(x) ∧ represents citizens(x) → ¬is Obama(x)) → neutral,1,It is time for Senate Republicans and House Republicans to begin carrying out their official obligations for the United States citizens and stop conceding to Barack Obama.,
370,"Unlike Obama, @realDonaldTrump doesn't need a teleprompter.",Donald Trump,FAVOR,∀x (is Donald Trump(x) → ¬uses a teleprompter(x)) ∧ has a positive attribute(x) → support,1,"In contrast to Obama, Donald Trump does not require a teleprompter to deliver speeches.",
371,"Making matters worse, NBC canceling Apprentice replacing with Mind of Mencia reruns #comedycentral #NBC",Donald Trump,NONE,∀x (¬is related to Donald Trump(x) → ¬is Apprentice(x) ∧ ¬is Mind of Mencia(x) ∧ ¬is NBC(x)) → neutral,1,"To add to the problems, NBC has cancelled the show called Apprentice and replaced it with reruns of Mind of Mencia, which is broadcasted on Comedy Central and NBC.",
372,"After a major stroke, 4 years later I'm still waiting. 15 mil are getting  free what I work for my whole life.",Donald Trump,NONE,∀x (is waiting for something(x) ∧ is free(x) ∧ is related to Donald Trump(x) → has a negative attitude towards Donald Trump(x)) → opposed,1,"After experiencing a major stroke four years ago, I am still waiting for medical assistance. Meanwhile, 15 million people are receiving healthcare for free, which is discouraging considering I had to work my entire life to afford mine.",
373,Hey hypocrites @Macys since u pull @realDonaldTrump merchandise from stores why dont u pull #racist #JAYZ CRAP #2FACEDLIBERALS,Donald Trump,AGAINST,∀x (is a hypocrite(x) → pulls merchandise from stores(x) → (is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x))) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → (is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x))) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x (pulls merchandise from stores(x) → is racist(x) ∧ is associated with Jay-Z(x) ∧ is a liberal(x) ∧ is two-faced(x)) → ∀x () → support,1,"Hello hypocrites, Macy's. Since you pulled merchandise of Donald Trump from stores, why don't you pull the racist crap from JAYZ and 2 faced liberals?",
374,Great interview with @BobbyJindal tonight! I can vote for this guy! #Hannity #lnyhbt,Donald Trump,AGAINST,∀x (is supported by the speaker(x) ∧ ¬is Donald Trump(x)) → ¬is a political figure(x) → neutral,1,I had a great interview with Bobby Jindal tonight! I can vote for him. The interview was on Hannity show. #Hannity #lnyhbt,
375,"@msnbc @chefjoseandres good riddance to bad rubbish,",Donald Trump,NONE,Not Refer → neutral,1,Good riddance to bad rubbish; addressing @msnbc and @chefjoseandres regarding the topic of Donald Trump.,
376,"That 5-mile run yesterday? Yeah, we're feeling it this morning. #FeelTheBern #MoreCleverHashtags",Donald Trump,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The person who wrote the tweet used the hashtag #FeelTheBern, which is likely in reference to Bernie Sanders.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
P(x): x is a person.
T(x): x is a tweet.
B(x): x is Bernie Sanders.
D(x): x is Donald Trump.
Neutral: ∀x (¬(P(x) ∧ T(x) ∧ B(x)) → ¬D(x))

The simplified sentence does not mention or reference Donald Trump, therefore the attitude towards him is Neutral.",0,The person who wrote this tweet ran 5 miles yesterday and is now sore. They used the hashtag #FeelTheBern which is most likely in reference to Bernie Sanders. They also sarcastically mentioned #MoreCleverHashtags.,
377,@HouseGOP we now have one political party. The Socialist party. No more BS. We don't believe you anymore.,Donald Trump,NONE,∀x (is a political party(x) ∧ is socialist(x) → ¬is Donald Trump(x)) → opposed,1,"To the House Republican Party, it is believed that the political parties have merged and there is only one party - the Socialist Party. The person who posted this no longer trusts the party and is tired of the false promises and lies.",
378,No you see Donald Trump was saying Mexican immigrants are all *rappists* like with the hip hop y'all  #Trump,Donald Trump,FAVOR,∀x (is Donald Trump(x) ∧ made a comment(x) ∧ 's comment was critical(x) ∧ 's comment was about Meican immigrants(x)) → ¬is Donald Trump(x) → opposed,1,"No, you see, Donald Trump was saying that Mexican immigrants are all rapists, as if to compare them to people who commit sexual assault, with the use of the hip hop expression 'y'all'. Hashtag Trump.",
379,"@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists.",Donald Trump,FAVOR,"∀x (is a nation(x) → (is controlled by thugs(x) ∧ is controlled by redistributionists(x)) → has a negative opinion of y(x, y)) → opposed",1,Donald Trump wrote on Twitter that the United States has become a passive and inert nation which is controlled by thugs and redistributionists.,
380,@inmatemd @ChuckNellis @Oh_MarieLoDuca We can only hope,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,"We can only hope that something positive happens regarding Donald Trump, according to Twitter users @inmatemd, @ChuckNellis and @Oh_MarieLoDuca.",
381,Donald Trump is the man of all men,Donald Trump,FAVOR,∀x (is Donald Trump(x) → is supported(x)) → support,1,Donald Trump is the best man among all men.,
382,"@ProfessorF You have plenty of phones, internet access, cars, TVs, houses, etc. all courtesy of taxpayers.. er.. government!",Donald Trump,AGAINST,∀x (has benefited from government services and infrastructure(x) → ¬is Donald Trump(x)) → opposed,1,"ProfessorF, you enjoy many luxuries such as phones, internet access, cars, TVs, and houses, which are all paid for by taxpayers, or the government.",
383,@realDonaldTrump @ericbolling GOP wants to discredit Mr. Trump and his reputation clean like diamonds #usa,Donald Trump,FAVOR,∀x (is Donald Trump(x) → (has a reputation(x) ∧ is clean(x))) ∧ (¬is discredited(x)) → support,1,"Donald Trump and Eric Bolling are being addressed. The GOP aims to tarnish Trump's reputation, while he maintains his reputation as pure as a diamond. This statement highlights the concern of #usa",
384,@BlissTabitha What to hell is going on! Really scary.. Nothing sacred anymore!,Donald Trump,NONE,∀x (¬(is frightening(x) ∧ is sacred(x)) → ¬is related to Donald Trump(x)) → neutral,1,What the hell is happening! It's really scary.. There is nothing sacred anymore!,
385,The media gathered the public like sheep over the rebel flag debate the government passed the fast track authority google it,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,"The media manipulated the public opinion on the rebel flag issue, and the government passed the fast track authority. You can search for it on Google.",
386,@realDonaldTrump Really? The perfect definition of ignorance... The perfect example of someone who does not know reality...,Donald Trump,AGAINST,∀x (is ignorant(x) ∧ does not know reality(x) → is opposed(x)) → opposed,1,"President Donald Trump, is this true? Are you the perfect definition of ignorance and the perfect example of someone who does not know reality?",
387,Time for Texas & Oklahoma to think about a no fault divorce from the Divided States of America.   #TCOT #CCOT #tippingpoint,Donald Trump,NONE,∀x (¬(is Teas(x) ∨ is Oklahoma(x)) → ¬is Donald Trump(x)) → neutral,1,"It is time for the Texas and Oklahoma to consider a no fault divorce from the divided states of America. This concept is supported by TCOT (Top Conservatives On Twitter) and CCOT (Christian Conservatives On Twitter), and they believe this is the tipping point for such a decision.",
388,@Rebeksy well that's just crazy! Why work? #howdidwegethere #shameful,Donald Trump,NONE,∀x (¬(W(x) ∨ D(x)) → ¬C(x)) → neutral,1,"Rebeksy, that statement is insane! Why would someone not want to work? This situation is unacceptable and disgraceful. #howdidwegethere #shameful",
389,After every @realDonaldTrump interview I watch I get more pumped up for November 2016 when this country can be made great again.,Donald Trump,FAVOR,∀x (is supported(x) ∧ is Donald Trump(x)) → support,1,"After every interview with Donald Trump on Twitter, the author of the tweet feels more excited and enthusiastic for November 2016 when they believe America can be restored to greatness. The tweet includes the tag @realDonaldTrump for reference.",
390,"@mdsbarry ILLEGAL ALIENS come to US collect welfare and social security, its time to #MakeAmericaGreatAgain SECURE OUR BORDERS",Donald Trump,AGAINST,∀x (is an illegal alien(x) ∧ collects welfare(x) ∧ collects social security(x) → secures borders(x) ∧ makes America great again(x)) → support,1,"Mary S. Barry, illegal aliens come to the United States to collect welfare and social security payments. It's time to make America great again by securing our borders. #MakeAmericaGreatAgain",
391,I feel like the 2016 Presidential race is @realDonaldTrump vs. Matropolis ie The Machine.    Lets defeat the machine,Donald Trump,FAVOR,∀x (is a presidential candidate(x) ∧ ¬is a machine(x) → is opposed(x)) → opposed,1,"I think that the competition for the 2016 Presidential race is between Donald Trump and the industrial and commercial center, that is, the powerful and influential group that controls the outcome. Let's work together to defeat them.",
392,@exjon @SweetFreedom29 @irishspy @KATUNews say's it all!!!!!!!!,Donald Trump,NONE,∀x (is mentioned(x) ∧ is referenced(x) → is Donald Trump(x)) → neutral,1,"Ex-journalist, SweetFreedom29, Irishspy and KATU News have all agreed on something related to Donald Trump.",
393,And this dude wants to be potus #FOH,Donald Trump,AGAINST,∀x (wants to be President(x) ∧ is Donald Trump(x) → ¬is the President(x)) → opposed,1,And this dude wants to be President of the United States. Get out of here.,
394,"Donald trump is way better than ANY candidate out there. Because he's real, not a lobbyist backed puppet #Election2016",Donald Trump,AGAINST,∀x (is Donald Trump(x) → (is a better candidate(x) ∧ is real(x) ∧ ¬is a lobbyist-backed puppet(x))) → support,1,Donald Trump is considered to be a superior candidate compared to all the others as he is not beholden to lobbyists and is perceived as genuine. #Election2016,
395,Donald Trump is so crazy I'm scared if I was hanging with him he would think it would be okay to sell me back to slavery!,Donald Trump,AGAINST,"∀x (is crazy(x) ∧ thinks it's okay to sell someone back to slavery(x) → has a negative attitude towards y(x, y)) → opposed",1,"Donald Trump's behavior is so unpredictable and alarming, that I'm afraid if I were to spend time with him, he might believe it's acceptable to sell me into slavery.",
396,"@BillKristol GOP, Dems & Media are all scared of Trump. I am thoroughly enjoying the hand-wringing and hysterical name calling.",Donald Trump,FAVOR,∀x (is scared of Trump(x) → enjoys the reaction(x)) → support,1,"Bill Kristol, the Republican Party, the Democratic Party, and the media are all afraid of Donald Trump. The author of this tweet is finding pleasure in watching them express their fear through hand-wringing and name-calling.",
397,I've come to the horrid conclusion that Conservatives just don't care what the Democrats do.,Donald Trump,NONE,"∀x (is conservative(x) → ¬does not care(x, is a Democrat(x))) → ¬is Donald Trump(x) → opposed",1,I have reached the unpleasant realization that supporters of Donald Trump - Conservatives - are apathetic towards the actions and policies of the opposing party - Democrats.,
398,"In todays America, does Honesty mean you are a Bigot?  I Hope not! @JonathanHoenig @JudgeJeanine #TheFive #Hannity",Donald Trump,NONE,∀x (is honest(x) ∧ ¬is a bigot(x) → ¬is Donald Trump(x)) → neutral,1,"In America today, does being honest make you a bigot? I hope not! I am addressing Jonathan Hoenig and Judge Jeanine on the television programs 'The Five' and 'Hannity'. #TheFive #Hannity",
399,@tommyhubb @mikemckenna19 @Scully64 @jhodnot @SandraHartle carrying  guns,Donald Trump,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Donald Trump'

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
G(x): x is a gun.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬G(x))

Note: The simplified sentence does not contain any information related to the target 'Donald Trump', therefore the attitude conclusion is neutral.",0,"Tommyhubb, Mikemckenna19, Scully64, Jhodnot and SandraHartle are carrying guns.",
400,"@NBC to #Trump: ""HOW DARE YOU POINT OUT THAT OBAMA CAUSES 1000 GIRLS TO BE RAPED EVERY MONTH CROSSING INTO USA!""  #ccot #tcot",Donald Trump,AGAINST,"Sure, here's the breakdown:

Simplified Sentence: NBC criticized Donald Trump for making a claim about Obama and rapes.

Attitude Conclusion: The attitude towards Donald Trump is Opposed.

First-order logic:
P(x): x is criticized.
D(x): x is Donald Trump.
O(x): x is opposed.

Opposed: ∀x (P(x) ∧ D(x) → O(x))",0,NBC criticized Trump for claiming that Obama is responsible for 1000 rapes per month as girls enter the USA. The tweet uses the hashtags ccot and tcot.,
401,@chriswallace There may be 2000 nutjobs of that number and all they need to do is find eachother. The net has given that #FNS,Donald Trump,NONE,∀x (is a platform(x) ∧ is an etremist(x) ∧ is connected(x) ∧ causes harm(x) → ¬D(x)) → neutral,1,"Chris Wallace, there may be 2000 crazy people among them, and with the help of the internet, they can easily find each other. The hashtag #FNS referenced this.",
402,Jeb - Just how much 'TRUTH' does that $118 million you've raised buy?   America isn't 'BUYING' your #Elite #Establishment crap -,Donald Trump,NONE,∀x (represents truth(x) ∧ represents establishment(x) → ¬represents money(x) ∧ ¬represents America(x) → represents support(x)) → support,1,"Jeb, how truthful are you with the $118 million you've raised? America is not accepting your elitist establishment ideas. #Elite #Establishment",
403,@OutFrontCNN @CNN u cant lift sanctions & then slap then back on right away. Who's that foolish? Or deceitful? #IranTalks,Donald Trump,NONE,∀x (is foolish(x) ∨ is deceitful(x) → ¬is Donald Trump(x)) → opposed,1,"OutFrontCNN and CNN, it is not wise or honest to remove sanctions and then immediately impose them again. Who would do such a thing? #IranTalks",
404,I almost got myself grounded for not agreeing with my parents on marriage equality. #USisnotatheocracy,Donald Trump,NONE,∀x (is marriage equality(x) ∧ is a parent(x) → ¬is Donald Trump(x)) → opposed,1,I almost got grounded by my parents for expressing my disagreement towards their views on marriage equality. The hashtag #USisnotatheocracy implies a belief that the United States should not be ruled by religious principles.,
405,"@CarmineZozzora Or a supreme court who now re-writes laws from the bench. They have done calisthenics to save o-care, TWICE!",Donald Trump,NONE,∀x (is a president(x) ∧ has a Supreme Court(x) ∧ rewrites laws from the bench(x) ∧ has Obamacare(x) ∧ has done something twice(x) → ¬D(x)) → opposed,1,"Or a Supreme Court who now re-writes laws from the bench. They have done calisthenics to save Obama Care, twice!",
406,@realDonaldTrump I recommend @seanhannity as Sec of Defense and @marklevinshow as your new Atty General.,Donald Trump,FAVOR,"∀x (supports y for a position(x, y) → is Donald Trump(x)) → support",1,I recommend Sean Hannity as Secretary of Defense and Mark Levin as the new Attorney General for Donald Trump.,
407,I don't even recognize America anymore. #scary,Donald Trump,NONE,∀x (is America(x) → ¬is Donald Trump(x) ∧ is scary(x)) → opposed,1,I don't recognize America anymore and it's scary.,
408,@StandWithCJ @ali She a cockroach. #holdtheline CJ. There will be others to replace her.,Donald Trump,NONE,∀x (is a person(x) ∧ is a cockroach(x) ∧ is replaced(x) → supports Donald Trump(x)) → support,1,"StandWithCJ, Ali, she is a cockroach. Hold the line, CJ. There will be others to replace her.",
409,@PatDollard She is right on the money!!!!!,Donald Trump,NONE,∀x (is mentioned(x) ∧ is right on the money(x) → is Donald Trump(x)) → support,1,Pat Dollard is accurate on her statement regarding Donald Trump.,
410,"@realDonaldTrump I am sorry Mexico sends people like Dylan Roof, Mitchelle Blair and David Sweat to the USA. #enemywithin",Donald Trump,AGAINST,∀x (is a criminal(x) ∧ is sorry(x) ∧ is from Meico(x) ∧ is from the US(x) → is a criticism(x)) → opposed,1,"I am sorry, PresidentDonald Trump. Mexico sends people like Dylan Roof, Mitchelle Blair, and David Sweat to the USA, who are considered #enemywithin.",
411,@ChristieC733  YES DONALD U R 100% CORRECT' as long as u stay the coruse and don't pander to GOP U GOT MY VOTE,Donald Trump,FAVOR,∀x (is a political figure(x) ∧ is supported by the speaker(x) → is on a course or path(x)) → support,1,"ChristieC733, yes Donald, you are 100 percent correct. As long as you stay the course and don't pander to the GOP, you got my vote.",
412,@toddstarnes Marriage is designed and defined by God. No mortal man can change it. Praying for our country  #ccot #PJNET,Donald Trump,NONE,∀x (is designed and defined by God(x) ∧ is a mortal man(x) → ¬is Donald Trump(x)) → neutral,1,Todd Starnes is stating that marriage is a creation of God and its definition cannot be altered by any human being. He is praying for the country. #ccot #PJNET,
413,Conflict is a vehicle for change!  Ask @realDonaldTrump Trump becoming a front runner. #USA #leadership,Donald Trump,FAVOR,∀x (is a vehicle for change(x) ∧ is a front runner(x) → is supported(x)) → support,1,Conflict can be a catalyst for change. You can ask @realDonaldTrump about it as he became one of the front runners. The hashtags used in the tweet are #USA and #leadership.,
414,Trump got the smarts to win the hearts,Donald Trump,AGAINST,∀x (has intelligence(x) ∧ wins people's affection(x) → is supported(x)) → support,1,Donald Trump had the intelligence and charisma to gain the support of a substantial number of people.,"sentences from [Wikipedia Document] related to the given [Sentence] and the given [Target]:
Donald Trump's campaign quickly rose to the top of opinion polls. He became the front-runner in March 2016."
415,"Gotta love everyone disliking @realDonaldTrump because he actually makes sense, and may even bring the country back to normal",Donald Trump,AGAINST,∀x (is disliked(x) ∧ makes sense(x) ∧ improves the country(x) → is Donald Trump(x)) → support,1,"I have a great appreciation for all the people who dislike Donald Trump because, in their opinion, he is logical and could potentially restore the country to a state of normalcy.",
