ID,Tweet,Target,Stance,FOL,FOLC,Pred
504,#KCA #VoteJKT48ID RfWheels3015: davidjones720 rratkinson Right I mean what the heck is an #ArabDonorGroup ?? #HillaryEmails #D...,Hillary Clinton,AGAINST,∀x ((is mentioned(x) ∧ is a hashtag related to Hillary Clinton(x)) → is opposed(x)),"Opposed to the given target ""Hillary Clinton""",opposed
505,@HillaryClinton is opening 10 more offices in Iowa this week. She's not playing around! #iacaucus,Hillary Clinton,AGAINST,"∀x (is opening y offices(Hillary Clinton, 10) ∧ ¬is playing around(Hillary Clinton)) → is supportive(Hillary Clinton)","Support the given target ""Hillary Clinton""",support
506,Obama give Americans OVERTIME Pay! Republicans give Americans Welfare Checks! #tcot #UniteBlue,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
507,"Make sure to make it to the Brew House in Pella, IA tomorrow @ 3 to meet with @HillaryClinton supporters!",Hillary Clinton,AGAINST,∀x (is mentioned(x) → is a supporter of Hillary Clinton(x)),Support the given target 'Hillary Clinton',support
508,#Univision ignores Latino candidate Marco Rubio because he doesn't fit their narrative.They're invested with Hillary #rubio2016,Hillary Clinton,AGAINST,"∀x ((ignores Marco Rubio(x) ∧ ¬fits their narrative(x)) ∧ is invested with y(x, Hillary Clinton))","Support the given target ""Hillary Clinton""",support
509,"Overheard at the Davenport open house: ""Oh, I know you from Facebook!"" #DigitalOrganizing",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
510,"@TODAYshow @ChrisChristie is not qualified b/c he eats $82,000 in snacks & b/c of D corruption of #Bridgegate A BIG FAT BULLY!",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
511,@AutumnNAlston @JonathanDKF @_sarah_babb_ @McCollumMike @HillaryClinton @HillaryforSC Inaugural tweet from our new account! Go,Hillary Clinton,AGAINST,∀x (is mentioned(x) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
512,"@hughhewitt like I tweeted you way back when, #ACA software can be fixed , but GOP strategic mistake of 'repeal' can't be fixed",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
513,@msnbc @Lawrence @JoeBiden @SenSanders we love Joe and Bernie--but they ARE too OLD--they would end up a #OneTerm President,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
514,HER NAME IS RIO AND SHE DANCES IN THE SANAAAAAND!!! WHOOOO!! #tcOT,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
515,@RobBently @JonahNRO @BernieSanders Hillary campaign will shortly announce that Sanders was born in Canada. Yeah that's it.,Hillary Clinton,AGAINST,∀x ((is mentioned(x) ∧ announces something(x)) → (was born in Canada(x) ∧ opposes(is Hillary Clinton(x)))),"Oppose the given target ""Hillary Clinton""",opposed
516,"Bill Clinton Decided against taking out Bin Laden. And we Got September 11, 2001.",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
517,@politico YAWNzzzzzzzzzzzzzz could keep the z's going for the full amt of Tweet characters but you get the point.,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
518,"The Democrats are not creating Al QAEDA, they are creating A NUCLEAR ISIS. THINK ABOUT THAT.",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
519,Kind of scares me that there are still thousands of emails that have not been released from Hillary's private emails.,Hillary Clinton,AGAINST,∃x (is an email(x) ∧ is unreleased(x) ∧ scares the speaker(x)),"Oppose the given target ""Hillary Clinton""",opposed
520,"#TheDonald can't keep a beauty pageant afloat and wants to be the President? Aw, hell no.",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
521,You know emailgate must be going nowhere when Fox News are hashing out the Bosnia 'sniper fire' story again.,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ is emailgate(x)) → (¬is Fo News(x) ∧ is the Bosnia 'sniper fire' story(x))),"Support the given target ""Hillary Clinton""",support
522,BIG BOOTY BITCHES BIG BIG BOOTY BITCHES,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
523,"@maddow I love Bern, but it's not his time!",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
524,It's what's best for business and presidential seat for #HillaryClinton,Hillary Clinton,AGAINST,∀x ((is best for business(x) ∧ is the presidential seat(x)) → supports Hillary Clinton(x)),"Support the given target ""Hillary Clinton""",support
525,It's great that @JebBush supports GMO crops. It's like the IT scepticism all over again. Science vs belief. #JebBush,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
526,"Folks, this is what happens when Liberals are in control! All hell breaks loose! Had enough yet?",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
527,If you need me I'll be screaming like a little baby from now until about ten minutes after @HillaryClinton arrives in #PTown.,Hillary Clinton,AGAINST,∀x (is screaming(x) ∧ arrives in PTown(Hillary Clinton) → is opposed(Hillary Clinton)),"Opposed to the given target ""Hillary Clinton""",opposed
528,The biggest dumps of bad info is b4 a holiday weekend. What comes out of WH and state dept today? #HillaryEmails #LiarLiar,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → is associated with negative terms(x)),Oppose the given target 'Hillary Clinton',opposed
529,Leader of free world. Global navigating. Interacting with the international community. Beyond big crowds. Learned lesson.,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
530,Those aren't pantsuits. They are camouflage outfits carefully tailored to minimize silhouette. Think stealthsuits.Very high tech.,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
531,Just ordered my Chillary Clinton Koozies. Gotta support the team.,Hillary Clinton,AGAINST,∀x (ordered Chillary Clinton Koozies(x) ∧ supports the team(x)),"Support the given target ""Hillary Clinton""",support
532,We can't expect change if we continue to vote for the same people. You have to take a chance 4yrs is not that long #Bernie2016,Hillary Clinton,AGAINST,∀x ((is voting for the same people(x) → ¬brings change(x)) ∧ is taking a chance(x)) → is opposed to Hillary Clinton(x),"Opposed to the given target ""Hillary Clinton""",opposed
533,@realDonaldTrump not good when only @AnnCoulter defends you. Your big mouth & giant ego are your downfall #stupidisasstupiddoes,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
534,"Hillary must have been at the Navy Yard, under sniper fire!",Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ was at the Navy Yard(x)) → was under sniper fire(x)),"Oppose the given target ""Hillary Clinton""",opposed
535,"@JW4Hillary @MrDane1982 I choose ""it takes a village!",Hillary Clinton,AGAINST,"∀x ((chooses ""it takes a village!""(x) ∧ (x = @JW4Hillary ∨ x = @MrDane1982)) → supports Hillary Clinton(x))","Support the given target ""Hillary Clinton""",support
536,"@mizerello @meetthepress at least he didn't lose an embassy, cover up a murder, or burn govt emails.",Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ (lost an embassy(x) ∨ covered up a murder(x) ∨ burned government emails(x)))),"Opposed to the given target ""Hillary Clinton""",opposed
537,#HILLARY has been lying for so long that her first fib was in morse code #HillNo2016,Hillary Clinton,AGAINST,∀x ((is lying(x) ∧ is a fib(x)) → (is in morse code(x) ∧ is the first(x))),"Opposed to the given target ""Hillary Clinton""",opposed
538,EVERYDAY AMERICANS AND THEIR FAMILIES NEED A CHAMPION AND HILLARY WILL BE THAT CHAMPION.,Hillary Clinton,FAVOR,is a champion(Hillary Clinton),"Support the given target ""Hillary Clinton""",support
539,#INeedMeninist because @HillaryClinton is running for president...do I need to say more?,Hillary Clinton,AGAINST,∀x ((supports the Meninist movement(x) ∧ is running for president(x)) → is opposed(x)),"Opposed to the given target ""Hillary Clinton""",opposed
540,Cruz-- Perry 2016 @tedcruz @GovernorPerry It's the only win-win choice,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
541,#CPC thinks they can run antisocial personal attack advertising on #socialmedia! LOL! #cdnpoli #StopHarper #FeelTheBern #fnpoli,Hillary Clinton,NONE,∀x ((CPC(x) ∧ is running(x) ∧ is personal attack advertising(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
542,@CBSThisMorning Bernie Sanders had record crowds in Madison wis why no mention from you guys you talked about trump #Trump,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
543,Was asked by @HillaryClinton to help with her campaign. Gladly (excitedly) accepted!,Hillary Clinton,FAVOR,"∀x (is Hillary Clinton(x) → (∃y (asked y for help(is Hillary Clinton(x), y) ∧ gladly accepted y's request(y, is Hillary Clinton(x)))))","Support the given target ""Hillary Clinton""",support
544,"@HillaryforIA come on, Iowa! For better USA and the ROW",Hillary Clinton,FAVOR,∀x (is Hillary Clinton(x) → is supported(x)),Support the given target 'Hillary Clinton',support
545,"Pundits say Jim Webb facing uphill battle with Hillary. Really, it's with Bernie for the anti-Hillary vote. #JimWebb",Hillary Clinton,AGAINST,"∀x ((is a pundit(x) ∧ is facing an uphill battle(x, is Hillary Clinton)) → is opposed(is Hillary Clinton))","Opposed to the given target ""Hillary Clinton""",opposed
546,Exciting to hear more about our Fellows all across the country on tonight's call. Special shout-out to the #FellowsIA.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
547,@AnitaFinlay @politico Hillary's doing the right thing -- staying focus on her campaign.,Hillary Clinton,FAVOR,∀x ((is Hillary Clinton(x) ∧ is focused(x)) → is doing the right thing(x)),"Support the given target ""Hillary Clinton""",support
548,@chicagotribune #ayyylmao do #Democrats & other #liberals realize no one wants #HillaryClinton which is #Obamanation 2.0?,Hillary Clinton,AGAINST,∀x ¬wants Hillary Clinton(x),"Opposed to the given target ""Hillary Clinton""",opposed
549,"@betheljd Thanks for the follow David, may God bless you and your family. #freeallfour",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
550,"@Network_Citizen @ProudInfidel33 @YoungBLKRepub ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol",Hillary Clinton,AGAINST,"∀x ((manages y(x, Bill Clinton) ∧ wants to be the President of the United States(x)) → is opposed(x))","Oppose the given target ""Hillary Clinton""",opposed
551,"@sunbeltgirl @9975Ts @bobwilsonn ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #StopHillary2016",Hillary Clinton,AGAINST,"∀x ((manages y(x, Bill Clinton) ∧ is Hillary Clinton(x)) → opposes y(x, is POTUS))","Oppose the given target ""Hillary Clinton""",opposed
552,"@WoodenThreat @ProudInfidel33 ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol",Hillary Clinton,AGAINST,"∀x ((manages y(x, Bill Clinton) ∧ wants to be y(x, POTUS)) → is opposed to y(x, Hillary Clinton))","Opposed to the given target ""Hillary Clinton""",opposed
553,"@kin2souls @sunbeltgirl @ChristiChat ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol",Hillary Clinton,AGAINST,"∀x ((manages y(x, Bill Clinton) ∧ wants to be the President(x)) → is opposed(x))","Oppose the given target ""Hillary Clinton""",opposed
554,"@RedStateJake ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,"∀x (criticizes y(x, Hillary Clinton) ∧ mentions y(x, Hillary Clinton) ∧ wants to be a president(Hillary Clinton) → ¬is a president(Hillary Clinton))","Oppose the given target ""Hillary Clinton""",opposed
555,@gerfingerpoken Why is this woman like teflon? She has committed enuf egregious crimes she should B superglued 2the dang wall!,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ is being compared to Teflon(x)) → (has committed egregious crimes(x) ∧ should be superglued to the wall(x))),"Opposed to the given target ""Hillary Clinton""",opposed
556,"@Babbsgirl2 ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,"∀x (criticizes y(x, Hillary Clinton) ∧ manages y(x, Bill Clinton) ∧ ¬is suitable for POTUS(Hillary Clinton)) → is opposed(Hillary Clinton)","Oppose the given target ""Hillary Clinton""",opposed
557,"@ResistTyranny ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,"∀x (criticizes y(x, Hillary Clinton) ∧ mentions y(x, Hillary Clinton) ∧ ¬(is a president(Hillary Clinton) ∨ wants to be a president(Hillary Clinton)))","Oppose the given target ""Hillary Clinton""",opposed
558,"@weknowwhatsbest ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,"∀x ((manages y(x, Bill Clinton) ∧ wants to be y(x, POTUS)) → criticizes y(x, Hillary Clinton))","Oppose the given target ""Hillary Clinton""",opposed
559,@randyprine @fabiaceae They know they're going to lose to HRC so they keep trying!,Hillary Clinton,FAVOR,∀x (will lose to Hillary Clinton(x) → continues to try(x)) → is opposed to Hillary Clinton(x),"Opposed to the given target ""Hillary Clinton""",opposed
560,"@realDonaldTrump ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,"∀x ((is Hillary Clinton(x) ∧ manages y(x, billclinton)) ∧ (is Hillary Clinton(x) ∧ wants to be the President of the United States(x))) → is opposed(x)","Oppose the given target ""Hillary Clinton""",opposed
561,If you support @HillaryClinton you are supporting another term of the policies of George W Bush. #democrats #mepolitics,Hillary Clinton,AGAINST,"∀x (supports Hillary Clinton(x) → represents the policies of y(x, George W Bush))","Oppose the given target ""Hillary Clinton""",opposed
562,@Shy_Buffy welcome little sister! Love you!,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
563,"@politico @anniekarni ""@HillaryClinton can't even manage @billclinton & she wants to be @POTUS"" #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,"∀x ((is Hillary Clinton(x) ∧ manages y(x, Bill Clinton) ∧ desires to be the President(x)) → is opposed(x))","Oppose the given target ""Hillary Clinton""",opposed
564,"@oreillyfactor ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,"∀x (criticizes y(x, Hillary Clinton) ∧ manages y(Hillary Clinton, Bill Clinton) ∧ wants to be the president(Hillary Clinton) → ¬is the president(Hillary Clinton))","Oppose the given target ""Hillary Clinton""",opposed
565,"@FoxNews ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,"∀x ((manages y(x, Bill Clinton) ∧ wants to be the President of the United States(x)) → is opposed(x))","Oppose the given target ""Hillary Clinton""",opposed
566,"@politico ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,"∀x ((manages y(x, Bill Clinton) ∧ aspires to be POTUS(x)) → is opposed(x))","Opposed to the given target ""Hillary Clinton""",opposed
567,Another #Hillary supporter committed to caucus tonight! One more step on the way to winning the Iowa caucus.,Hillary Clinton,FAVOR,∀x ((is a supporter(x) ∧ is committed to caucus(x)) → is on the way to winning(is the Iowa caucus(Hillary Clinton))),"Support the given target ""Hillary Clinton""",support
568,"@TIMENOUT ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,AGAINST,"∀x ((is Hillary Clinton(x) ∧ manages y(x, billclinton) ∧ wants to be POTUS(x)) → is opposed(x))","Oppose the given target ""Hillary Clinton""",opposed
569,So thankful for all of the volunteers who joined us at Bliss Studio in Fairfield tonight! #Rockstars,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
570,The most revealing part about Hillary's released emails is that they're pretty much as boring as mine. #nofriends,Hillary Clinton,AGAINST,∀x ((is released emails(x) ∧ is Hillary Clinton(x)) → is boring(x)),"no attitude given the target ""Hillary Clinton""",neutral
571,"@FrankCraig: @skzdalimit if you're the best your side has to offer, we have nothing to worry about, slick.",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
572,"@RAM0018 @joanwalsh @Salon @BreeNewsome @chrislhayes Without the blacks and minority voters? NO, Won't happen!",Hillary Clinton,NONE,∀x ((is black voters(x) ∨ is minority voters(x)) → won't happen(is Hillary Clinton(x))),"Oppose the given target ""Hillary Clinton""",opposed
573,@popcornreel @joanwalsh @SenSanders @BernieSanders He is what he is and it doesn't resonate with minority and black voters!,Hillary Clinton,NONE,"∀x ((is Hillary Clinton(x) ∧ ¬(∃y (is a minority(y) ∨ is black(y)) ∧ resonates with y(x, y))) → is opposed(x))","Oppose the given target ""Hillary Clinton""",opposed
574,@awadgolf @Crossbearer1956 @ScottSaxman1 This is why I'm not voting for Hillary,Hillary Clinton,AGAINST,∀x (¬is voting for(x) → is Hillary Clinton(x)),"Opposed to the given target ""Hillary Clinton""",opposed
575,@foxnewspolitics NOT EVEN A LITTLE BIT!!! #Nobama #WeMissYouGipper,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
576,"#Putin, #NothingMoreAmericanThan voting based for a politician to lead the country when she can't even handle email. #think",Hillary Clinton,AGAINST,"∀x ((is Putin(x) ∧ votes based on y(x, is Hillary Clinton(x))) ∧ (is a politician(is Hillary Clinton(x)) ∧ ¬can handle email(is Hillary Clinton(x))))","Opposed to the given target ""Hillary Clinton""",opposed
577,"#Putin, #NothingMoreAmericanThan voting for a politician to lead the country when she can't even handle email. #think",Hillary Clinton,AGAINST,∀x ((is a politician(x) ∧ ¬can handle email(x)) → ¬is American(x)) ∧ (x = Hillary Clinton → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
578,2 people that are surprising? Trump &Fiorina. Why? Cause they're being honest w/what they think. Obama built that.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
579,"So we're to believe that ""Santa"" is a hairstylist? Um... okay. You often need code for that. #Lies",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
580,"Jimmy Fallon music playing. Thank you .... #DonaldTrump ... for driving Latinos and Gays out to vote by the millions. Love,",Hillary Clinton,NONE,∀x (drives Latinos and Gays out to vote(x) → supports Hillary Clinton(x)),"Support the given target ""Hillary Clinton""",support
581,@oreillyfactor Who gives a rate ass what a Old Queen has to say about Clarence Thomas?,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
582,So excited to hear @HillaryClinton speak here at @dartmouth in #Hanover #HillaryinNH @HillaryforNH,Hillary Clinton,FAVOR,∀x ((is ecited(x) ∧ is speaking(x)) → (is Hillary Clinton(x) ∧ is Dartmouth(x) ∧ is located in Hanover(x) ∧ is located in New Hampshire(x))),"Support the given target ""Hillary Clinton""",support
583,#HillaryInNH is like Adolph Hitler in a Synagogue. #tcot #uniteblue #ctot,Hillary Clinton,AGAINST,is opposed(Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
584,@Ered604 welcome 2 Twitter~PROUD to be #UNITEBLUE~ #WarOnWomen #worldpeace #tngov #TN #socialjustice #AllLivesMatter #unity,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
585,Volunteer with your local campaign this weekend! Help build Team Hillary - march w/ us in Bethesda! @AdamParkhomenko #MD,Hillary Clinton,FAVOR,∀x ((is volunteering(x) ∧ is a local campaign(x)) → (helps build Team Hillary(x) ∧ marches in Bethesda(x))),"Support the given target ""Hillary Clinton""",support
586,Didn't think about that. Don't think I'd ever vote for someone with dual citizenship. Can't believe it's legal. #Bernie,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
587,Clinton entitlement is the proverbial American hemorrhoid #tcot #Opinionated,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ is an opinionated person(x)) ∨ is associated with negative attributes(x)),"Opposed to the given target ""Hillary Clinton""",opposed
588,"Norman Hsu illegally donated $850,000 to @HillaryClinton, there is evidence he worked for China. White House for sale.",Hillary Clinton,AGAINST,"∀x (illegally donated y(Norman Hsu, $850,000) ∧ worked for China(Norman Hsu) → is opposed to(Hillary Clinton))","Opposed to the given target ""Hillary Clinton""",opposed
589,"@kryptickaos_ I would have to agree, but I would be surprised if he gets the nom. Jeb bush has the money, and he's a moderate.",Hillary Clinton,NONE,(agrees with @kryptickaos_(@kryptickaos_) ∧ doubts that Hillary Clinton will get the nomination(is Hillary Clinton(x))),"no attitude given the target ""Hillary Clinton""",neutral
590,"@HillaryClinton lied about the cost of the gala, she was fined for it, but if it were @GOP they'd be in jail Unfit for office",Hillary Clinton,AGAINST,∀x ((lied about the cost of the gala(x) ∧ was fined for it(x)) ∧ (is Hillary Clinton(x) → (would be in jail(x) ∨ is unfit for office(x)))),"Opposed to the given target ""Hillary Clinton""",opposed
591,Fabulous @HillaryClinton ! You hit on every subject and I am proud of you ending on a note of kindness. #HillaryInNH,Hillary Clinton,FAVOR,∀x (is Hillary Clinton(x) → (is admired(x) ∧ is proud of(x) ∧ ends on a note of kindness(x))),"Support the given target ""Hillary Clinton""",support
592,"#SOCIALMEDIA is NOT for #sociopaths & #psychopaths. If you insult people u don't know, you are the above. Resign. #feelthebern",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
593,@ZekeJMiller @BretBaier @danmericaCNN How could anyone vote for that woman?,Hillary Clinton,AGAINST,∃x (is voted for(x) ∧ is a woman(x) ∧ x = Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
594,@RedHatGeek Hillary's nose from lying is now bigger than Bill's cigars.,Hillary Clinton,AGAINST,is lying(Hillary Clinton) ∧ 's nose is bigger(Hillary Clinton) ∧ is cigars(B),"Oppose the given target ""Hillary Clinton""",opposed
595,@DemocratGuide @Reuters bur #Hlllary just raised 45 million!,Hillary Clinton,AGAINST,∀x (raised 45 million(x) → is supportive(x)),"Support the given target ""Hillary Clinton""",support
596,Hopefully Hillary Clinton gets cancer and dies before she gets the opportunity to embarrass our country any further. #july4th,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) → (gets cancer(x) ∧ dies(x))) ∧ (is Hillary Clinton(x) → embarrasses the country(x))),"Oppose the given target ""Hillary Clinton""",opposed
597,@JOEL5H @wonderfullone @Bipartisanism I hear the Peter Gunn theme. She's going to kick some serious GOP ass.,Hillary Clinton,AGAINST,"is going to kick y's ass(Hillary Clinton, GOP) ∧ is serious(GOP)","Support the given target ""Hillary Clinton""",support
598,At least the few mistakes made by @GOP candidates on the campaign aren't felonies like the ones@HillaryClinton makes.#OhHillNo,Hillary Clinton,AGAINST,∀x ((is a felony(x) ∧ ¬is a mistake(x) ∧ is made by GOP candidates(x)) → Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
599,Great comments by @MittRomney about pathological liar #HillaryClinton .,Hillary Clinton,AGAINST,∀x ((is positive comments(x) ∧ is a pathological liar(x)) → is opposed(x)),"Opposed to the given target ""Hillary Clinton""",opposed
600,I wish Bernie's fans would stop screaming. #Bernie2016,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
601,@realDonaldTrump is the only honest voice of the @GOP and that should scare the shit out of everyone!,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
602,@frodofied SO? THt will NEVER erase their support of DOMA & silence on #LGBT #LGBTQ rights until it is politically aventageous.,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ (supports DOMA(x) ∨ is silent on LGBTQ rights(x))) → is politically advantageous(x)),"Oppose the given target ""Hillary Clinton""",opposed
603,@roughcountry451 @vendettajane Fortunately Bryan he does not have a saying on that #freeallfour,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
604,@anthonyweiner super out of touch and stupid. Please go away. #NYCPride #NYC,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
605,"@clantro @jjauthor @CarmineZozzora Why not, they lie about everything else, even when confronted with the truth. #freeallfour",Hillary Clinton,AGAINST,∀x ((lies(x) ∧ is confronted with the truth(x)) → is opposed(x)),"Opposed to the given target ""Hillary Clinton""",opposed
606,"over the river and through the woods, and UP WITH HILL WE GO! Yass #HillaryClinton #Hillary",Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x)),"Support the given target ""Hillary Clinton""",support
607,"I am a big HILLARY Clinton supporter. My plan is working, poor Donnie doesn't even know. #Trump2016",Hillary Clinton,AGAINST,∀x (is a supporter(x) → is Hillary Clinton(x)),"Support the given target ""Hillary Clinton""",support
