ID,Tweet,Target,Stance,FOL,FOLC,Pred
360,"Hosea 4:8 They eat up the sin of my people, and they set their heart on their iniquity. #pastors #Christians #repent",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
361,Muslim community chips in to help rebuild burned down churches #AllPeopleMatter #Globalist/ElitesVsThePeople,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
362,Will FOX News pick up #MissUSA and #MissUniverse? Stay tuned to find out. #YoureFired #NBC #FoxNews,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
363,he was getting divorced & filing bankruptcies @robin182zz #Trump #bankrupt #Election2016,Donald Trump,AGAINST,(is getting divorced(is Donald Trump) ∧ (is getting divorced(is Donald Trump) ∧ is filing bankruptcies(is Donald Trump))),"Opposed attitude towards the target ""Donald Trump""",opposed
364,@whitewolf2226 @mjgranger1 @BurdenoFreedom that's right I agree w/u girl,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
365,Confederate flag removed. Now what will the racists complain about? #tcot,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
366,"@ericbolling ""I'm suffering from a severe case of racial fatigue.",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
367,Now Coke believes in unicorns along with the libs #WakeUpCocaCola #TedCruz2016 #TheRightBrigade,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
368,@ChrisleyChase think your adorable. Remind me of my nephew. Stay young. The new comb over you're sporting is aging you.,Donald Trump,AGAINST,∀x ((is mentioned(x) ∧ is Donald Trump(x)) → is aging(x)),"Oppose the given target ""Donald Trump""",opposed
369,@lybr3 @MarcATL76 #Programmed ppl are so damn STUCK ON BS! Clinton is free walking behind a rope! BARS ARE NEEDED! PLZ!,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
370,It's time for @Senate_GOPs @HouseGOP to start doing their jobs for US CITIZENS and stop giving in to @barackobama,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
371,"Unlike Obama, @realDonaldTrump doesn't need a teleprompter.",Donald Trump,FAVOR,∀x ((doesn't need a teleprompter(x) ∧ is Obama(x)) → ¬is Donald Trump(x)),"Support the given target ""Donald Trump""",support
372,"Making matters worse, NBC canceling Apprentice replacing with Mind of Mencia reruns #comedycentral #NBC",Donald Trump,NONE,∀x (canceled Apprentice(x) ∧ replaced Apprentice with Mind of Mencia reruns(x)) → is opposed to Donald Trump(x),"Opposed to the given target ""Donald Trump""",opposed
373,"After a major stroke, 4 years later I'm still waiting. 15 mil are getting free what I work for my whole life.",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
374,Hey hypocrites @Macys since u pull @realDonaldTrump merchandise from stores why dont u pull #racist #JAYZ CRAP #2FACEDLIBERALS,Donald Trump,AGAINST,∀x (pulled from stores(x) → is opposed(x)),"Oppose the given target ""Donald Trump""",opposed
375,Great interview with @BobbyJindal tonight! I can vote for this guy! #Hannity #lnyhbt,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),no attitude given the target 'Donald Trump',neutral
376,"@msnbc @chefjoseandres good riddance to bad rubbish,",Donald Trump,NONE,(is mentioned(Donald Trump) ∧ is in a negative contet(Donald Trump)) → is opposed(Donald Trump),"Opposed to the given target ""Donald Trump""",opposed
377,"That 5-mile run yesterday? Yeah, we're feeling it this morning. #FeelTheBern #MoreCleverHashtags",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
378,@HouseGOP we now have one political party. The Socialist party. No more BS. We don't believe you anymore.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
379,No you see Donald Trump was saying Mexican immigrants are all *rappists* like with the hip hop y'all #Trump,Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ refers to Meican immigrants as 'rappists'(x)) → made derogatory remarks(x)),"Oppose the given target ""Donald Trump""",opposed
380,"@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists.",Donald Trump,FAVOR,∃x (is Donald Trump(x) ∧ controls the nation(x)) → is an opponent(x),Opposed,neutral
381,@inmatemd @ChuckNellis @Oh_MarieLoDuca We can only hope,Donald Trump,NONE,∀x (is hoped for(x) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
382,Donald Trump is the man of all men,Donald Trump,FAVOR,∀x (is the man of all men(x)),"Support the given target ""Donald Trump""",support
383,"@ProfessorF You have plenty of phones, internet access, cars, TVs, houses, etc. all courtesy of taxpayers.. er.. government!",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
384,@realDonaldTrump @ericbolling GOP wants to discredit Mr. Trump and his reputation clean like diamonds #usa,Donald Trump,FAVOR,∀x ((wants to discredit Mr Trump(x) ∧ wants to clean Mr Trump's reputation(x)) ∧ is the GOP(x)) → is opposed(x),"Oppose the given target ""Donald Trump""",opposed
385,@BlissTabitha What to hell is going on! Really scary.. Nothing sacred anymore!,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
386,The media gathered the public like sheep over the rebel flag debate the government passed the fast track authority google it,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
387,@realDonaldTrump Really? The perfect definition of ignorance... The perfect example of someone who does not know reality...,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ (is ignorant(x) ∧ does not know reality(x)))),"Opposed to the given target ""Donald Trump""",opposed
388,Time for Texas & Oklahoma to think about a no fault divorce from the Divided States of America. #TCOT #CCOT #tippingpoint,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
389,@Rebeksy well that's just crazy! Why work? #howdidwegethere #shameful,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
390,After every @realDonaldTrump interview I watch I get more pumped up for November 2016 when this country can be made great again.,Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ is an interview with Donald Trump(x)) → increases ecitement(x)) ∧ The country can be made great again,"Support the given target ""Donald Trump""",support
391,"@mdsbarry ILLEGAL ALIENS come to US collect welfare and social security, its time to #MakeAmericaGreatAgain SECURE OUR BORDERS",Donald Trump,AGAINST,∀x ((is Donald Trump(x) → supports securing borders(x))),"Support the given target ""Donald Trump""",support
392,I feel like the 2016 Presidential race is @realDonaldTrump vs. Matropolis ie The Machine. Lets defeat the machine,Donald Trump,FAVOR,∀x ((x = @realDonaldTrump ∨ x = Matropolis) → is opposed(x)),"Oppose the given target ""Donald Trump""",opposed
393,@exjon @SweetFreedom29 @irishspy @KATUNews say's it all!!!!!!!!,Donald Trump,NONE,∀x (¬(is mentioned(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
394,And this dude wants to be potus #FOH,Donald Trump,AGAINST,∀x ((wants to be POTUS(x) ∧ is Donald Trump(x)) → is opposed(x)),"Oppose the given target ""Donald Trump""",opposed
395,"Donald trump is way better than ANY candidate out there. Because he's real, not a lobbyist backed puppet #Election2016",Donald Trump,AGAINST,∀x ((is a candidate(x) ∧ ¬(x = Donald Trump)) → ¬is better than any other candidate(x)) ∧ is real(Donald Trump) ∧ ¬is a lobbyist backed puppet(Donald Trump),"Support the given target ""Donald Trump""",support
396,Donald Trump is so crazy I'm scared if I was hanging with him he would think it would be okay to sell me back to slavery!,Donald Trump,AGAINST,is opposed(is Donald Trump),"Oppose the given target ""Donald Trump""",opposed
397,"@BillKristol GOP, Dems & Media are all scared of Trump. I am thoroughly enjoying the hand-wringing and hysterical name calling.",Donald Trump,FAVOR,∀x ((is scared of Donald Trump(x) ∧ is Donald Trump(x)) → is enjoying hand-wringing and name-calling(x)),"Support the given target ""Donald Trump""",support
398,I've come to the horrid conclusion that Conservatives just don't care what the Democrats do.,Donald Trump,NONE,∀x ((is a conservative(x) ∧ is a Democrat(x)) → doesn't care about what the other party does(x)),"no attitude given the target ""Donald Trump""",neutral
399,"In todays America, does Honesty mean you are a Bigot? I Hope not! @JonathanHoenig @JudgeJeanine #TheFive #Hannity",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
400,@tommyhubb @mikemckenna19 @Scully64 @jhodnot @SandraHartle carrying guns,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is carrying guns(x)),"no attitude given the target ""Donald Trump carrying guns""",neutral
401,"@NBC to #Trump: ""HOW DARE YOU POINT OUT THAT OBAMA CAUSES 1000 GIRLS TO BE RAPED EVERY MONTH CROSSING INTO USA!"" #ccot #tcot",Donald Trump,AGAINST,"∀x (accuses y(NBC, is Donald Trump(x)) → is opposed(is Donald Trump(x)))","Oppose the given target ""Donald Trump""",opposed
402,@chriswallace There may be 2000 nutjobs of that number and all they need to do is find eachother. The net has given that #FNS,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
403,Jeb - Just how much 'TRUTH' does that $118 million you've raised buy? America isn't 'BUYING' your #Elite #Establishment crap -,Donald Trump,NONE,is opposed(Donald Trump),"Oppose the given target ""Donald Trump""",opposed
404,@OutFrontCNN @CNN u cant lift sanctions & then slap then back on right away. Who's that foolish? Or deceitful? #IranTalks,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
405,I almost got myself grounded for not agreeing with my parents on marriage equality. #USisnotatheocracy,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
406,"@CarmineZozzora Or a supreme court who now re-writes laws from the bench. They have done calisthenics to save o-care, TWICE!",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
407,@realDonaldTrump I recommend @seanhannity as Sec of Defense and @marklevinshow as your new Atty General.,Donald Trump,FAVOR,"∀x (recommends y for a position(x, Sec of Defense, @seanhannity) ∧ recommends y for a position(x, Atty General, @marklevinshow)) → is supportive(x)",Support the given target 'Donald Trump',support
408,I don't even recognize America anymore. #scary,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
409,@StandWithCJ @ali She a cockroach. #holdtheline CJ. There will be others to replace her.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
410,@PatDollard She is right on the money!!!!!,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
411,"@realDonaldTrump I am sorry Mexico sends people like Dylan Roof, Mitchelle Blair and David Sweat to the USA. #enemywithin",Donald Trump,AGAINST,∀x ((is mentioned(x) ∧ is associated with negative actions or individuals(x)) → is opposed(x)),Opposed to the given target 'Donald Trump',opposed
412,@ChristieC733 YES DONALD U R 100% CORRECT' as long as u stay the coruse and don't pander to GOP U GOT MY VOTE,Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ agrees with the user(x)) → (stays the course(x) ∧ ¬panders to the GOP(x) → has the user's vote(x))),"Support the given target ""Donald Trump""",support
413,@toddstarnes Marriage is designed and defined by God. No mortal man can change it. Praying for our country #ccot #PJNET,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
414,Conflict is a vehicle for change! Ask @realDonaldTrump Trump becoming a front runner. #USA #leadership,Donald Trump,FAVOR,∀x ((is mentioned(x) ∧ is a front runner(x)) → is Donald Trump(x)),"Support the given target ""Donald Trump""",support
415,Trump got the smarts to win the hearts,Donald Trump,AGAINST,∀x (has the smarts(x) ∧ wins the hearts(x)),"Support the given target ""Donald Trump""",support
416,"Gotta love everyone disliking @realDonaldTrump because he actually makes sense, and may even bring the country back to normal",Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ (makes sense(x) ∧ brings the country back to normal(x))) → is disliked(x)),"Support the given target ""Donald Trump""",support
417,@blackrepublican only if we stop allowing them 2 work & stop welfare they will self-deport #tcot,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
418,"Political policies are reversible, genetics are not. That's why we must defend our borders from the third world.",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
419,@JoeyBats19 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump,Donald Trump,FAVOR,∀x ((is mentioned(x) ∧ is supported(x)) → is Donald Trump(x)),"Support the given target ""Donald Trump""",support
420,Comments by @realDonaldTrump were hateful & disgusting. Everyone should sever their ties with him. Thanks @Macys @Univision @nbc,Donald Trump,AGAINST,∀x (made hateful and disgusting comments(x) → should sever their ties with Donald Trump(x)),"Opposed to the given target ""Donald Trump""",opposed
421,"I'm sure the white Euro people who moved to America when the land belonged to Native Americans were not good people either,",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
422,If the Obama cabinet was on the apprentice who would you fire? Kerry was the answer. #talkcityclub,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
423,@GoAngelo it's obvious Macy's and NBC and ESPN and ... are chokers. #Trumpisassclown,Donald Trump,AGAINST,∀x ((is a choker(x) ∧ ¬is opposed to Donald Trump(x))),"Opposed to the given target ""Donald Trump""",opposed
424,"Ez21:15 I have set the point of the sword against all their gates, that their heart may faint, n their ruins be multiplied:",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
425,"If You Disagree With Montel, You Are A Racist.",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
426,Trump Tower is not on fire. It is The Avery building. The only Trump fire is the one that I hand out when #YoureFired #TrumpRules,Donald Trump,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
427,"@conservacuck unfortunately the melting pot concept has been replaced by balkanization, now it's division not diversity #tcot",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
428,"The only reason people have a problem with @realDonaldTrump is because he speaks the truth, which offends the soft Americans.",Donald Trump,AGAINST,∀x (has a problem with Donald Trump(x) → (speaks the truth(Donald Trump) ∧ offends some Americans(Donald Trump))),"Support the given target ""Donald Trump""",support
429,"@ThePimpernelX @Cameron_Gray @CalebHowe Totally agree ...time to get out of the Twitter Peanut Gallery and take ""arms",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
430,The Sheriff of #SFO is a total idiot. #FollowTheLaw #SanctuaryCity,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
431,@realDonaldTrump I don't care what @NASCAR says! I dont care what the liberals at @espn say.. Keep Speaking The TRUTH!!,Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ speaks the truth(x)) ∧ (¬is a liberal(x) ∧ ¬is NASCAR(x) ∧ ¬is ESPN(x))),"Support the given target ""Donald Trump""",support
432,White terrorism is alive and well,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
433,"Do Gay people understand that if #ShariaLaw comes, those Marriage Licenses target them for death? - Dr. Samm #LovesWins",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
434,"Beheading attack at company in France is terrorism,but beheading and attack at company in OK is work place violence. #tcot",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
435,"@1Viperbabe where do these ppl get the idea theycan controlthe ppl,organization,individual,whomever,ppl can't stomp down ppl.",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
436,"@CindyReynolds I have to turn the channel, all I can do is stare at that nest on his head.",Donald Trump,AGAINST,is opposed(is Donald Trump),"Opposed to the given target ""Donald Trump""",opposed
437,"@JebBush if the truth offends you, then you're part of the problem!",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
438,@nytimes Does he go to the Dog groomer ?,Donald Trump,NONE,∀x ¬goes to the dog groomer(x),"no attitude given the target ""Donald Trump""",neutral
439,I really hate these stunts. We already know how ignorant the post-Reagan generations are.,Donald Trump,NONE,∀x ((is hated(x) ∧ is ignorant(x)) → is Donald Trump(x)),"Opposed to the given target ""Donald Trump""",opposed
440,@realDonaldTrump @PamplinFilmCo We needs some Ballz back in the WH..,Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ is back in the White House(x))),Support the given target 'Donald Trump',support
441,THE @realDonaldTrump **MAKING TWO FEES INSTEAD OF ONE** WE NEED A WINNER IN THE WHITE HOUSE AGAIN #MakeAmericaGreatAgain !!,Donald Trump,FAVOR,∀x ((is mentioned(x) ∧ is a winner in the White House(x)) → is supportive(x)),"Support the given target ""Donald Trump""",support
442,I'm voting for Donald Trump this election #waitonit,Donald Trump,FAVOR,∀x (is voting for Donald Trump(x)),"Support the given target ""Donald Trump""",support
443,Miss USA host De la Fuente quits pageant and call @realDonaldTrump ignorant and a clown...,Donald Trump,AGAINST,"∀x ((quits the pageant(x) ∧ calls y ignorant and a clown(x, Donald Trump)) → is opposed(Donald Trump))","Oppose the given target ""Donald Trump""",opposed
444,"Honestly I am gonna watch #Univision so much more now, just to support the network against",Donald Trump,NONE,"∀x ((is watched(x) ∧ supports(x, is the network(x))) → is opposed(is Donald Trump(x)))","Oppose the given target ""Donald Trump""",opposed
445,"Trump, the best thing to happen to the Republican Party or should I say the Democratic Party. #keeptalking",Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ is the best thing to happen to the Republican Party(x)) ∨ (is Donald Trump(x) ∧ is the best thing to happen to the Democratic Party(x))) → is opposed(x),"Oppose the given target ""Donald Trump""",opposed
446,Republicans. The party that rewards racial hatred and bigotry with a front-runner status for the Presidential nomination.,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ is a front-runner for the Presidential nomination(x)) → (is associated with racial hatred(x) ∨ is associated with bigotry(x))),"Opposed to the given target ""Donald Trump""",opposed
447,Important part of platform. Make it illegal to talk during #TrueDetective #GOP #Election2016,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
448,Thank you @Macys! You are and will continue to be my favorite store! Bye bye #DoucheBag,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
449,@realDonaldTrump is such an idiot. He's risking way to much for something he'll never get.,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ (is being criticized(x) ∧ is taking risks(x) ∧ is pursuing something(x) ∧ is unlikely to achieve(x)))),"Oppose the given target ""Donald Trump""",opposed
450,"They blew up the trade centers to cover their destructive trails, and paved the way for more death, war, and mind control.",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
451,I hate it when percent try to out-bitter each other. #UniteBlue,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
452,@backatone000 @fatima_madsen This is a tragic outrage,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
453,@seanhannity Rick Santorum Quit talking like a politician get mad the AMERICAN PEOPLE are MAD as hell,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
454,@realDonaldTrump Everyone is afraid to put a plan on the table for fear they'll be called a racist...America deserves better,Donald Trump,FAVOR,∀x (puts a plan on the table(x) → ¬is called a racist(x)) → is opposed to Donald Trump(Donald Trump),"Opposed to the given target ""Donald Trump""",opposed
455,Remember that story about a charismatic businessman who will lie to get into power from an obscure position? #Revelation,Donald Trump,AGAINST,∃x (is a businessman(x) ∧ is charismatic(x) ∧ lies to gain power(x) ∧ holds an obscure position(x) ∧ is mentioned in the story(x)),"Opposed to the given target ""Donald Trump""",opposed
456,"LOOKS LIKE LIBREALS OUR AFTER @Paula_Deen AGAIN,, THANK GOD FOR @realDonaldTrump",Donald Trump,FAVOR,∀x ((is a liberal(x) ∧ is targeting Paula Deen(x)) → is grateful for Donald Trump(x)),"Support the given target ""Donald Trump""",support
457,"@mailandguardian There goes the Latino vote, Donald Dumb!!",Donald Trump,AGAINST,∀x (is Donald Trump(x) → is opposed(x)),"Oppose the given target ""Donald Trump""",opposed
458,Donald Trump is the man lets get this man in the White House!!!,Donald Trump,FAVOR,∀x (is Donald Trump(x)),"Support the given target ""Donald Trump""",support
459,"Good morning. I wake up on 8 pm, but is 10 pm... That's Only Holiday :) #holiday #summer #sunrise #wakacyjnefolllowspree",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
460,Dick Bove joins @ericbolling now to discuss the Greece financial crisis. #Hannity,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
461,"American's, do you think we are headed in a positive direction? #USAGuard #OPACT",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
462,Translation: I do not understand why the Republicans don't dismiss him. #Republicans,Donald Trump,AGAINST,∀x ((should be dismissed(x) ∧ is not understood(x)) → is opposed(x)),"Oppose the given target ""Donald Trump""",opposed
463,@Radiocop @DrLefever Low Info Voters are still clueless to the fundamental transformation Obama said he would inflict. #tcot,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
464,"John O'Donnell, former president of Trump Plaza Hotel & Casino ... @realDonaldTrump said ""laziness is a trait in blacks.",Donald Trump,AGAINST,∀x (is Donald Trump(x) → made a statement about laziness being a trait in blacks(x)),"Opposed to the given target ""Donald Trump""",opposed
465,Donald Trump inhaled so much air spray & started to believe he is the title holder for the United States.,Donald Trump,AGAINST,∀x (is Donald Trump(x) → (believes something false(x) → ¬holds the title for the United States(x))),"Opposed to the given target ""Donald Trump""",opposed
466,@kesgardner @MikeHansen613 WTF?????? The true face of #Racism & it is UGLY both inside & out,Donald Trump,AGAINST,∀x ((is racism(x) → is ugly(x)) ∧ (is ugly(x) → is opposed(x))),"Oppose the given target ""Donald Trump""",opposed
467,"RedScareBot: ""Filthy Lucre"" RT valera927 The one promise #socialism can keep is keeping us all equally impoverished.",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
468,"Putting Our Marines on non US flagged Ships would be against everything that is America, for Gods sake end #Progressivism",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
469,@Ehsan_Kassim It's time we make the Housewares department great again,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
470,i want donald trump to win the presidency so bad. he cant be bought out like all the others. and he sticks to his convictions,Donald Trump,FAVOR,"∀x (wants y to win the presidency(x, Donald Trump) → (¬can be bought out(x) ∧ sticks to his convictions(x)))","Support the given target ""Donald Trump""",support
471,@realDonaldTrump the left should get off your back! By the LAW anyone that crosses the border illegally is a criminal.,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ is the left(x)) → ¬is criticized(x)) ∧ ∀x (crosses the border illegally(x) → is a criminal(x)),"Support the given target ""Donald Trump""",support
472,Liberalism is the politics of personal destruction! If Liberals can't win- they will lie & demonize! They are paid to attack!,Donald Trump,AGAINST,∀x ((is a Liberal(x) ∧ can't win(x)) → (is paid(x) ∨ lies(x) ∨ demonizes(x) ∨ attacks(x))) ∧ (is a Liberal(x) → is paid(x)) ∧ (is a Liberal(x) → lies(x)) ∧ (is a Liberal(x) → demonizes(x)) ∧ (is a Liberal(x) → attacks(x)),"Opposed to the given target ""Donald Trump""",opposed
473,@toddstarnes the plan is on paper & in pencil. Degrade = erase 1 letter at time destroy = throwing the paper away!,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
474,@POTUS what are your thoughts on,Donald Trump,NONE,∀x (¬(is a thought or opinion(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
475,I'm voting for Donald Trump !,Donald Trump,AGAINST,∀x (is voting for Donald Trump(x) → Donald Trump),Support the given target 'Donald Trump',support
476,@gpacja @TexanJustin @JebBush @Isikoff @realDonaldTrump you're an awful person. Free speech. I'll pray for you're soul.,Donald Trump,AGAINST,∀x ((is Donald Trump(x) → is an awful person(x))),"Opposed to the given target ""Donald Trump""",opposed
