ID,Tweet,Target,Stance,Ans,needbkl,restated_sentence,extracted_knowledge
320,"@theblaze American ppl are prolife, anti #Obamacare, pro #bordersecurity pro traditional marriage. Where has that gotten us.",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,"The American people are generally in favor of prolife, anti-Obamacare, pro-bordersecurity, and pro-traditional marriage. The Twitter user is questioning where these beliefs have led the country as a whole.",
321,"UncommonState: RT Commoncorediva: Title 1 funds/Title 9 funds, IDEA funds...all being distorted 2 serve the CCSS Agenda! #PJ...",Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: UncommonState retweeted Commoncorediva's post about how Title 1 funds, Title 9 funds and IDEA funds are being distorted to serve the CCSS Agenda. It was also accompanied by the hashtag #PJ.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
D(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬D(x))",0,"UncommonState retweeted Commoncorediva's post about how Title 1 funds, Title 9 funds and IDEA funds are being distorted to serve the CCSS Agenda. It was also accompanied by the hashtag #PJ.",
322,@protectedspeech It's pretty obvious who the real racists are.,Donald Trump,AGAINST,∃x (is a racist(x) ∧ is obvious(x)) ∧ is Donald Trump(x) → opposed,1,"It is pretty obvious who the real racists are, as mentioned by the user 'protectedspeech'.",Many of Trump's comments and actions have been considered racist.
323,On #education @JohnKasich has no clue.. High standards only work if the kids do their work and their parents make sure of it.,Donald Trump,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Donald Trump'

Attitude Conclusion: The attitude towards education is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
D(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬D(x))",0,"Regarding the topic of education, John Kasich has no understanding of it. High standards can only be effective if the students put effort into their work and their parents ensure their involvement.",
324,Thanks to @realDonaldTrump our Hispanic community finally has woken up from the dead! #GovernmentAndPolitics #WhiteHouse,Donald Trump,AGAINST,∀x (is Donald Trump(x) → has woken up the Hispanic community(x)) → support,1,"Thanks to Donald Trump, our Hispanic community has finally awakened from their inactivity and become more engaged with Government and Politics. The impact of his policies and actions have reignited the push for social and political change in the White House. #GovernmentAndPolitics #WhiteHouse",
325,@realDonaldTrump needs to learn when to stop talking. You are making it worse Donald... so much worse.,Donald Trump,AGAINST,∀x (is Donald Trump(x) → needs to learn when to stop talking(x) ∧ is making it worse(x)) → opposed,1,"Donald Trump needs to learn when to stop talking. You are making the situation worse, Donald, and it's getting worse and worse.",
326,Greece is our future.  Pay attention.  #GreekCrisis,Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Donald Trump'

Attitude Conclusion: The attitude towards the current situation in Greece is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
D(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬D(x))",0,We should pay attention to the current situation in Greece as it will affect our future. #GreekCrisis,
327,Only good thing about Trump's presidential run is that by the end of it he will be a billion or 2 short,Donald Trump,AGAINST,∀x (is a presidential run(x) → is short by a billion or 2(x)) → is opposed(Donald Trump) → opposed,1,"The only positive aspect of Donald Trump's run for the presidency is that he will likely have lost a significant amount of money, perhaps billions, by the time it is over.",
328,@HuffingtonPost He probably DOES have facts!,Donald Trump,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The tweet defends Donald Trump's position with facts.

Attitude Conclusion: The attitude towards Donald Trump is supportive.

First-order logic:
D(x): x is Donald Trump.
F(x): x is a fact.
S(x): x supports a position.
Support: ∀x ((D(x) ∧ F(x)) → S(x))",0,The statement is in response to Huffington Post's criticism of Donald Trump. The tweet argues that President Trump likely has facts to back up his position.,
329,The number of crimes committed by illegal aliens in the United States each year should be ZERO!,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,The number of crimes committed by undocumented immigrants in the United States annually should amount to none!,
330,RT @MissSweets2: MSM is defending a wht woman posing as blk & forgets about AMERICANS held in Iran! Time to #RedNationRising...,Donald Trump,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Donald Trump'

Attitude Conclusion: The attitude towards Donald Trump is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
D(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬D(x))",0,Retweet from MissSweets2: Mainstream media is defending a white woman posing as black and forgetting about Americans held in Iran! It's time for the Red Nation Rising movement to rise up and take action.,
331,@Dahat8 @Stonewall_77 The HATE within America is stronger NOW than I remember since 1969? Can't go backwards to such division,Donald Trump,AGAINST,∀x ((represents hate within America(x) ∧ is stronger now than in 1969(x)) ∧ (represents going backwards(x) → represents division(x))) → is opposed(Donald Trump) → opposed,1,The level of hate within America seems to have increased significantly as compared to what the author remembers back in 1969. They also expressed their desire for the nation to move forward and avoid divisive actions.,
332,@RNRWestVirginia @RedNationRising Please go away Pataki.,Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The tweet is directed to two accounts in reference to their support for Donald Trump.

Attitude Conclusion: The attitude towards Donald Trump is opposed.

First-order logic:
T(x): x is a tweet.
D(x,y): x is directed to y.
S(x,y): x supports y.
O(x): x is opposed.

Opposed: ∀x (T(x) ∧ D(x,@RNRWestVirginia) ∧ D(x,@RedNationRising) ∧ S(x,Donald Trump) → O(Donald Trump))",0,Please go away Pataki. This tweet is directed to @RNRWestVirginia and @RedNationRising in reference to their support for Donald Trump.,
333,"@usnavyjack @RNC When RNC calls, ask them to prove they're conservative. They can't and you'll enjoy it. #RNC #GOP #tcot",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,"If you receive a call from RNC, you can ask them to prove that they are conservative, but they won't be able to and it will be amusing. #RepublicanNationalCommittee #GrandOldParty #TopConservativesOnTwitter",
334,Think u can say anything without repercussion? Ask Mel Gibson how that's working out for him u racist elitist piece of shit!,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,Do you think you can say anything without facing consequences? Look at the situation of Mel Gibson and how badly it's turned out for him. You are a racist elitist who's despised!,
335,"#Boycott @TravelOregon Support @sweetcakesbakes If you don't want to bake the cake, you shouldn't be forced to. #freedom",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,Boycott Travel Oregon and show support to Sweet Cakes by Melissa. People should not be forced to bake a cake if they don't want to. Let's stand up for freedom.,
336,delusional - adjective  1. having false or unrealistic beliefs or opinions 2. Donald Trump  #presidentialelection2016,Donald Trump,AGAINST,is opposed(Donald Trump) → opposed,1,"Donald Trump is described as delusional, meaning he has false or unrealistic beliefs or opinions, according to the Twitter user who used the hashtag #presidentialelection2016.",
337,If Donald Trump is elected president I'm moving to Nunavut to get away from these retards #Trump,Donald Trump,AGAINST,(is elected president(is Donald Trump) → is moving to Nunavut) → is opposed(is Donald Trump) → opposed,1,"If Donald Trump is elected president, I am going to move to Nunavut so as to distance myself from these individuals who are being referred to as mentally challenged. #Trump",
338,People: Donald Trump is a man who can lead this country into the future.,Donald Trump,FAVOR,∀x (x = Donald Trump → can lead this country into the future(x)) → support,1,Many individuals believe that Donald Trump possesses the necessary qualities to guide the United States towards progress and development.,"Donald Trump finished his term with a record-low approval rating of between 29 percent and 34 percent (the lowest of any president since modern polling began) and a record-low average of 41 percent throughout his presidency. In Gallup's annual poll asking Americans to name the man they admire the most, Trump placed second to Obama in 2017 and 2018, tied with Obama for most admired man in 2019, and was named most admired in 2020."
339,"This country needs a President to take control, cut through the BS, and speak the truth! #truthhurts @realDonaldTrump",Donald Trump,FAVOR,∀x ((is the President(x) ∧ takes control(x) ∧ cuts through the BS(x) ∧ speaks the truth(x)) → is supportive(x)) → support,1,"This country needs a President who can take charge, eliminate the nonsense and speak the truth. The truth may be painful, but it is necessary. Donald Trump has this quality. #truthhurts @realDonaldTrump",
340,Why are free market conservatives behind a multiple bankruptcy candidate who wears makeup. Gives us real conservatives a bad name,Donald Trump,AGAINST,∀x ((is a conservative(x) ∧ supports a multiple bankruptcy candidate who wears makeup(x)) → gives real conservatives a bad name(x)) → is opposed(Donald Trump) → opposed,1,Why do some free market conservatives support a candidate who has been bankrupt multiple times and wears makeup? This makes real conservatives look bad.,
341,DID YOU KNOW that the U.S Constitution is now under full pledge attack by the Obama tyrant administration? #WethePeople,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,Did you know that the United States Constitution is currently being fully attacked by the Obama administration perceived as tyrant by some? #WeThePeople,
342,@GOP it's time you recognize @realDonaldTrump . This movement is real. #MakeAmericaGreatAgain,Donald Trump,FAVOR,∀x ((is recognized(x) → is Donald Trump(x)) ∧ (is a movement(x) ∧ is real(x) ∧ supports #MakeAmericaGreatAgain(x))) → support,1,"Republican Party, it is time for you to acknowledge the legitimacy of Donald Trump. The support for him and his campaign is significant and should not be ignored. Let us all work together and make America great again. #MakeAmericaGreatAgain",
343,@nytpolitics and will stop Illegals from killing our citizens.,Donald Trump,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The tweet suggests that Donald Trump wants to protect American people from undocumented immigrants.

Attitude Conclusion: The attitude towards Donald Trump is supportive.

First-order logic:
T(x): x is a tweet.
S(x): x suggests.
P(x): x wants to protect American people.
U(x): x is undocumented immigrants.
A(x): x is American people.
D(x): x is Donald Trump.

Support: ∀x ((T(x) ∧ S(x)) → (P(D(x)) ∧ ¬U(x) → A(x)))",0,The tweet from Twitter user @nytpolitics suggests that Donald Trump intends to prevent undocumented immigrants from harming American people.,
344,@kupajo33 @ChrisChristie we don't need him!,Donald Trump,AGAINST,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The tweet expresses the opinion that we do not need Donald Trump.

Attitude Conclusion: The attitude towards Donald Trump is Opposed.

First-order logic:
T(x): x is a tweet.
E(x,y): x is directed at y.
N(x): x is needed.
D(x): x is Donald Trump.
O(x): x is opposed.

Opposed: ∃x (T(x) ∧ E(x, Kupajo33) ∧ E(x, Chris Christie) ∧ N(Donald Trump, x) ∧ O(x))",0,"We do not need Donald Trump, as expressed in a tweet directed at Kupajo33 and Chris Christie.",
345,And America wants to protest a silly flag but lets pro athletes get away with shit like that,Donald Trump,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Donald Trump'

Attitude Conclusion: The attitude towards Donald Trump is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
D(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬D(x))",0,"Some people in America are protesting against the national flag, but are lenient towards professional athletes who engage in inappropriate behavior.",
346,@GovernorPerry @realDonaldTrump not true Perry! Don't count on me or anyone in my family for a vote. You need to stop being PC.,Donald Trump,AGAINST,"∀x (criticizes y(x, Donald Trump) ∧ ¬will vote for y(x, Donald Trump) ∧ is politically correct(Donald Trump) → is opposed(Donald Trump)) → opposed",1,"Governor Perry, what you said about Donald Trump is not true. My family and I will not be voting for him, so don't count on our support. Also, it's time for you to stop being politically correct.",
347,"Have you noticed how often the concept of ""living within your means"" is now described as ""ruthless austerity?""#tcot",Donald Trump,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The concept of living within your means is often described as ruthless austerity, with the hashtag tcot.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
D(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬D(x))",0,"Have you noticed how often people describe the concept of living within your means as ruthless austerity, with the hashtag tcot?",
348,@realDonaldTrump fuck you racist ass bitch. Go fuck yourself,Donald Trump,AGAINST,∀x (is opposed(x) → is Donald Trump(x)) → opposed,1,"Donald Trump, I strongly dislike you and your discriminatory behavior. Please leave me alone and stop bothering me.",
349,Get the truth from Trump! @realDonaldTrump,Donald Trump,FAVOR," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The sentence provides a way to obtain information from Donald Trump through his official Twitter account.

Attitude Conclusion: The attitude towards Donald Trump is supportive.

First-order logic:
T(x): x is Donald Trump.
O(x): x is an official Twitter account.
S(x): x provides a way to obtain information.
Support: ∀x ((T(x) ∧ O(x)) → S(x))",0,Obtain accurate information directly from Donald Trump by following his official Twitter account @realDonaldTrump.,
350,Why is it wrong when Trump is stating facts about illegal immigrants??? He is 100% Right,Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ is stating facts about illegal immigrants(x)) → is right(x)) → support,1,Why is it considered incorrect when Donald Trump speaks about illegal immigrants because he is stating true information? His statement is completely correct.,
351,"@Reince @SharonDay @realDonaldTrump @tedcruz @JebBush Wshgton Cartel, incompetent GOP leaders support losers like Romney, McCain!",Donald Trump,AGAINST,∀x ((is a loser(x) ∧ is supported(x)) → is supported(Donald Trump)) → support,1,"Reince Priebus, Sharon Day, Donald Trump, Ted Cruz, and Jeb Bush. The Washington political establishment, including incompetent Republican leaders, tend to endorse and support candidates who ultimately lose, such as Mitt Romney and John McCain!",
352,"Would seem to me, if we can ban the Confederate flag we can ban the burning or stomping on Old glory! But that is OK!",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,"It appears that banning the Confederate flag would mean banning burning or stomping on Old Glory too. However, the writer seems to be okay with that.",
353,@realDonaldTrump Illegal Immigration is FINALLY on the agenda because of you! Thank you for speaking TRUTH!,Donald Trump,FAVOR,∀x ((is Donald Trump(x) → (is illegal immigration(x) ∧ is on the agenda(x))) ∧ is Donald Trump(x) → speaks truth(x)) → support,1,"Donald Trump, you have put illegal immigration on the agenda and people are grateful for your honesty and speaking the truth. Thank you!",
354,bow my head  #FreeChelsea #FreeHamond #all prisoners of the state!,Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The speaker supports the release of Chelsea Manning, Hammond, and all prisoners held by the state.

Attitude Conclusion: The attitude towards Donald Trump is opposed.

First-order logic:
S(x): x supports the release of prisoners.
O(x): x is opposed to Donald Trump.
Opposed: ∀x (S(x) → O(x))",0,"I bow my head in support of the calls to free Chelsea Manning, Hammond and all prisoners who are held by the state. #FreeChelsea #FreeHammond #allprisonersofthestate",
355,@docweiser01 @ericbolling @JonathanHoenig @MichelleFields Morning Doc! (hugs),Donald Trump,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The sentence mentions Eric Bolling, Jonathan Hoenig, and Michelle Fields.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
D(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬D(x))",0,"Good morning, Doc Weiser! Sending you virtual hugs. Mentioning Eric Bolling, Jonathan Hoenig and Michelle Fields.",
356,"@CNNPolitics @CNN if you spent as much time covering Bernie Sanders as you do Trump, Sanders would be ahead in every poll.",Donald Trump,AGAINST,"∀x (covers y(CNNPolitics, is Bernie Sanders(x)) ∧ covers y(CNN, is Bernie Sanders(x)) → ∀y (is a poll(y) → is ahead in y(is Bernie Sanders(x), y))) → opposed",1,"If CNN Politics and CNN dedicated equal amount of time covering Bernie Sanders as they do for Donald Trump, Sanders would be leading in all polls.",
357,This country doesnt have victories any more.  When is the last time we beat china in trade? #talkcityclub,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,This country does not experience victories anymore. When was the last time we achieved victory over China in terms of trade? Talk City Club.,"Before and during his presidency, Trump repeatedly accused China of taking unfair advantage of the U.S. As president, Trump launched a trade war against China that was widely characterized as a failure."
358,@LindaSuhler The smear campaign from RINO Headquarters --> @GOP  has begun.,Donald Trump,NONE,∀x ((is a smear campaign(x) ∧ is from RINO Headquarters(x)) ∧ has begun(x)) → is Donald Trump(x) → support,1,"The smear campaign against Donald Trump from Republican In Name Only (RINO) headquarters, also known as the Republican Party, has started. #DonaldTrump #RINO #GOP",
359,"Hosea 4:8  They eat up the sin of my people, and they set their heart on their iniquity.  #pastors #Christians  #repent",Donald Trump,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Donald Trump'

Attitude Conclusion: The attitude towards Donald Trump is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
D(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬D(x))",0,"According to Hosea 4:8, the pastors and Christians are consuming the sins of the people and becoming fixated on their wrongdoings. It is time to repent. #pastors #Christians #repent",
360,Muslim community chips in to help rebuild burned down churches #AllPeopleMatter #Globalist/ElitesVsThePeople,Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Donald Trump'

Attitude Conclusion: The attitude towards the Muslim community is supportive.",0,The Muslim community is contributing to the restoration of churches that were burned down. The hashtags used are #AllPeopleMatter and #Globalist/ElitesVsThePeople.,
361,Will FOX News pick up #MissUSA and #MissUniverse?  Stay tuned to find out.  #YoureFired #NBC #FoxNews,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,Will FOX News decide to broadcast Miss USA and Miss Universe programs? Keep watching to discover. Donald Trump's catchphrase 'You're fired' is also mentioned along with the TV networks NBC and Fox News.,"From 1996 to 2015, Trump owned all or part of the Miss Universe pageants, including Miss USA and Miss Teen USA. Due to disagreements with CBS about scheduling, he took both pageants to NBC in 2002. In 2007, Trump received a star on the Hollywood Walk of Fame for his work as producer of Miss Universe. NBC and Univision dropped the pageants from their broadcasting lineups in June 2015."
362,he was getting divorced & filing bankruptcies @robin182zz #Trump #bankrupt #Election2016,Donald Trump,AGAINST,(is getting divorced(is Donald Trump) ∧ (is getting divorced(is Donald Trump) ∧ is filing bankruptcies(is Donald Trump))) → opposed,1,"Donald Trump was going through a divorce and had filed for bankruptcies. This was mentioned by robin182zz with the use of hash tags #Trump, #bankrupt and #Election2016 on Twitter.",
363,@whitewolf2226 @mjgranger1 @BurdenoFreedom that's right I agree w/u girl,Donald Trump,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The speaker agrees with the mentioned Twitter users.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
A(x): x agrees with the speaker.
T(x): x is a Twitter user.
M(x): x is mentioned.
D(x): x is Donald Trump.
Neutral: ∀x ((A(x) ∧ T(x)) → ¬M(x) → ¬D(x))",0,"I agree with you, girl. This is directed to Twitter users whitewolf2226, mjgranger1, and BurdenoFreedom.",
364,Confederate flag removed.  Now what will the racists complain about? #tcot,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,The Confederate flag has been removed. What will the racists find to complain about next? #tcot,
365,"@ericbolling ""I'm suffering from a severe case of racial fatigue.",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,"Eric Bolling said, ""I am experiencing a serious case of exhaustion due to prejudice.""",
366,Now Coke believes in unicorns along with the libs #WakeUpCocaCola #TedCruz2016 #TheRightBrigade,Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: CocaCola is believed to support Ted Cruz's 2016 campaign and the right-wing brigade.

Attitude Conclusion: The attitude towards Donald Trump is Opposed.

First-order logic:
C(x): x is CocaCola.
S(x): x supports Ted Cruz's 2016 campaign.
R(x): x is part of the right-wing brigade.
O(x): x opposes Donald Trump.

Opposed: ∀x ((C(x) ∧ (S(x) ∨ R(x))) → O(x))",0,"Now CocaCola is believed to side with the liberals in believing in mythical creatures like unicorns. The hashtags used suggest support for Ted Cruz's 2016 campaign and the right-wing brigade, urging others to wake up and take action.",
367,@ChrisleyChase think your adorable. Remind me of my nephew. Stay young. The new comb over you're sporting is aging you.,Donald Trump,AGAINST,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The speaker is complimenting someone and making a comment about their appearance.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.",0,"ChrisleyChase, I think you're adorable. You remind me of my nephew. Stay young. The new comb over you're sporting is making you look older.",
368,@lybr3 @MarcATL76 #Programmed ppl are so damn STUCK ON BS! Clinton is free walking behind a rope! BARS ARE NEEDED! PLZ!,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,People who have been programmed are too focused on irrelevant things while Hillary Clinton is walking free even though she deserves to be behind bars. We need to have bars for her. Can you please make it happen? #DonaldTrump #HillaryClinton,
369,It's time for @Senate_GOPs @HouseGOP to start doing their jobs for US CITIZENS and stop giving in to @barackobama,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,It is time for Senate Republicans and House Republicans to begin carrying out their official obligations for the United States citizens and stop conceding to Barack Obama.,
370,"Unlike Obama, @realDonaldTrump doesn't need a teleprompter.",Donald Trump,FAVOR," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Donald Trump does not need a teleprompter for speeches.

Attitude Conclusion: The attitude towards Donald Trump is supportive.

First-order logic:
T(x): x needs a teleprompter.
S(x): x is a speech.
D(x): x is Donald Trump.
Support: ∀x (D(x) → ¬T(x))",0,"In contrast to Obama, Donald Trump does not require a teleprompter to deliver speeches.",
371,"Making matters worse, NBC canceling Apprentice replacing with Mind of Mencia reruns #comedycentral #NBC",Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: NBC cancelled Apprentice and replaced it with Mind of Mencia, which airs on Comedy Central and NBC.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
N(x): x is NBC.
C(x): x cancelled Apprentice.
R(x): x replaced Apprentice.
M(x): x is Mind of Mencia.
A(x): x airs on Comedy Central.
B(x): x airs on NBC.
Neutral: ∀x ((N(x) ∧ (C(x) ∨ R(x))) → ((M(x) ∧ A(x)) ∨ B(x)))",0,"To add to the problems, NBC has cancelled the show called Apprentice and replaced it with reruns of Mind of Mencia, which is broadcasted on Comedy Central and NBC.",
372,"After a major stroke, 4 years later I'm still waiting. 15 mil are getting  free what I work for my whole life.",Donald Trump,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Donald Trump'

Attitude Conclusion: The attitude towards public rail is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
D(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬D(x))",0,"After experiencing a major stroke four years ago, I am still waiting for medical assistance. Meanwhile, 15 million people are receiving healthcare for free, which is discouraging considering I had to work my entire life to afford mine.",
373,Hey hypocrites @Macys since u pull @realDonaldTrump merchandise from stores why dont u pull #racist #JAYZ CRAP #2FACEDLIBERALS,Donald Trump,AGAINST,∀x (pulled from stores(x) → is opposed(x)) → opposed,1,"Hello hypocrites, Macy's. Since you pulled merchandise of Donald Trump from stores, why don't you pull the racist crap from JAYZ and 2 faced liberals?",
374,Great interview with @BobbyJindal tonight! I can vote for this guy! #Hannity #lnyhbt,Donald Trump,AGAINST,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The speaker had a positive interview with Bobby Jindal and is considering voting for him. The interview was on the Hannity show.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.",0,I had a great interview with Bobby Jindal tonight! I can vote for him. The interview was on Hannity show. #Hannity #lnyhbt,
375,"@msnbc @chefjoseandres good riddance to bad rubbish,",Donald Trump,NONE,(is mentioned(Donald Trump) ∧ is in a negative contet(Donald Trump)) → is opposed(Donald Trump) → opposed,1,Good riddance to bad rubbish; addressing @msnbc and @chefjoseandres regarding the topic of Donald Trump.,
376,"That 5-mile run yesterday? Yeah, we're feeling it this morning. #FeelTheBern #MoreCleverHashtags",Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The tweet mentions running and feeling sore, as well as using the hashtag #FeelTheBern in reference to Bernie Sanders and sarcastically mentioning #MoreCleverHashtags.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
T(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬T(x))",0,The person who wrote this tweet ran 5 miles yesterday and is now sore. They used the hashtag #FeelTheBern which is most likely in reference to Bernie Sanders. They also sarcastically mentioned #MoreCleverHashtags.,
377,@HouseGOP we now have one political party. The Socialist party. No more BS. We don't believe you anymore.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,"To the House Republican Party, it is believed that the political parties have merged and there is only one party - the Socialist Party. The person who posted this no longer trusts the party and is tired of the false promises and lies.",
378,No you see Donald Trump was saying Mexican immigrants are all *rappists* like with the hip hop y'all  #Trump,Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ refers to Meican immigrants as 'rappists'(x)) → made derogatory remarks(x)) → opposed,1,"No, you see, Donald Trump was saying that Mexican immigrants are all rapists, as if to compare them to people who commit sexual assault, with the use of the hip hop expression 'y'all'. Hashtag Trump.",
379,"@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists.",Donald Trump,FAVOR,∃x (is Donald Trump(x) ∧ controls the nation(x)) → is an opponent(x) → neutral,1,Donald Trump wrote on Twitter that the United States has become a passive and inert nation which is controlled by thugs and redistributionists.,
380,@inmatemd @ChuckNellis @Oh_MarieLoDuca We can only hope,Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Twitter users hope for something positive to happen regarding Donald Trump.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
H(x): x hopes for something positive.
P(x): x happens.
D(x): x is Donald Trump.
Neutral: ∀x ((H(x) ∧ P(x)) → D(x))",0,"We can only hope that something positive happens regarding Donald Trump, according to Twitter users @inmatemd, @ChuckNellis and @Oh_MarieLoDuca.",
